ZIP,Population,NonHispanic,Hispanic,%Hispanic,Mexican,%,PuertoRican,%,Cuban,%,Dominican,%,Costa Rican,%,Guatemalan,%,Honduran,%,Nicaraguan,%,Panamanian,%,Salvadoran,%, Argentinean,%,Bolivian,%,Chilean,%,Colombian,%,Ecuadorian,%,Paraguayan,%,Peruvian,%,Uruguayan,%,Venezuelan,%,OTHERS,%,Other Central American,%, Other South American,%,Other Hispanic,%,Spaniard,Spanish,Spanish American,All other Hispanic
33860,22886,17459,5427,0.24,3672,0.68,740,0.14,331,0.06,70,0.01,16,0.00,72,0.01,32,0.01,41,0.01,15,0.00,38,0.01,1,0.00,3,0.00,8,0.00,73,0.01,37,0.01,0,0.00,20,0.00,4,0.00,38,0.01,216,0.04,2,0.00,1,0.00,213,0.04,36,30,0,147
33865,786,613,173,0.22,156,0.90,8,0.05,4,0.02,0,0.00,0,0.00,1,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,0.02,0,0.00,0,0.00,3,0.02,3,0,0,0
33867,106,105,1,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,1.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0
33868,11720,10632,1088,0.09,267,0.25,418,0.38,101,0.09,25,0.02,6,0.01,11,0.01,7,0.01,4,0.00,7,0.01,14,0.01,1,0.00,3,0.00,3,0.00,31,0.03,8,0.01,0,0.00,10,0.01,1,0.00,7,0.01,164,0.15,10,0.01,0,0.00,154,0.14,9,4,0,141
33870,20601,17064,3537,0.17,1343,0.38,1280,0.36,358,0.10,54,0.02,21,0.01,11,0.00,20,0.01,35,0.01,16,0.00,23,0.01,6,0.00,8,0.00,4,0.00,71,0.02,17,0.00,0,0.00,19,0.01,0,0.00,10,0.00,241,0.07,0,0.00,7,0.00,234,0.07,25,32,4,173
33872,14158,12307,1851,0.13,220,0.12,977,0.53,278,0.15,57,0.03,30,0.02,10,0.01,6,0.00,43,0.02,6,0.00,3,0.00,6,0.00,1,0.00,3,0.00,96,0.05,12,0.01,1,0.00,22,0.01,0,0.00,15,0.01,65,0.04,2,0.00,0,0.00,63,0.03,10,7,0,46
33873,14742,8381,6361,0.43,5804,0.91,153,0.02,90,0.01,7,0.00,5,0.00,26,0.00,28,0.00,5,0.00,0,0.00,26,0.00,0,0.00,0,0.00,0,0.00,10,0.00,0,0.00,0,0.00,7,0.00,1,0.00,2,0.00,197,0.03,0,0.00,1,0.00,196,0.03,8,33,1,154
33875,11108,10231,877,0.08,244,0.28,285,0.33,165,0.19,35,0.04,9,0.01,5,0.01,6,0.01,5,0.01,9,0.01,6,0.01,4,0.00,0,0.00,0,0.00,26,0.03,7,0.01,0,0.00,5,0.01,1,0.00,6,0.01,59,0.07,0,0.00,0,0.00,59,0.07,20,2,1,36
33876,4968,4293,675,0.14,223,0.33,274,0.41,105,0.16,14,0.02,1,0.00,0,0.00,3,0.00,1,0.00,1,0.00,1,0.00,4,0.01,0,0.00,2,0.00,11,0.02,6,0.01,0,0.00,0,0.00,0,0.00,0,0.00,29,0.04,0,0.00,1,0.00,28,0.04,3,0,0,25
33877,276,222,54,0.20,45,0.83,4,0.07,5,0.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0
33880,37798,28833,8965,0.24,6130,0.68,1584,0.18,261,0.03,106,0.01,19,0.00,60,0.01,69,0.01,46,0.01,15,0.00,59,0.01,21,0.00,0,0.00,11,0.00,79,0.01,18,0.00,1,0.00,29,0.00,1,0.00,18,0.00,438,0.05,1,0.00,0,0.00,437,0.05,62,40,1,334
33881,29345,26675,2670,0.09,935,0.35,1035,0.39,188,0.07,106,0.04,10,0.00,23,0.01,33,0.01,18,0.01,6,0.00,17,0.01,15,0.01,2,0.00,7,0.00,65,0.02,8,0.00,0,0.00,13,0.00,3,0.00,11,0.00,175,0.07,0,0.00,1,0.00,174,0.07,21,23,2,128
33884,28763,26233,2530,0.09,491,0.19,1040,0.41,283,0.11,142,0.06,7,0.00,21,0.01,13,0.01,39,0.02,35,0.01,25,0.01,21,0.01,4,0.00,15,0.01,115,0.05,45,0.02,0,0.00,54,0.02,6,0.00,17,0.01,157,0.06,0,0.00,3,0.00,154,0.06,29,21,3,101
33890,5060,2972,2088,0.41,1870,0.90,51,0.02,54,0.03,2,0.00,0,0.00,11,0.01,8,0.00,0,0.00,1,0.00,4,0.00,0,0.00,0,0.00,1,0.00,6,0.00,7,0.00,0,0.00,3,0.00,0,0.00,1,0.00,69,0.03,0,0.00,0,0.00,69,0.03,1,4,0,64
33896,6633,4920,1713,0.26,166,0.10,866,0.51,105,0.06,93,0.05,11,0.01,57,0.03,14,0.01,14,0.01,14,0.01,20,0.01,6,0.00,0,0.00,7,0.00,157,0.09,39,0.02,1,0.00,12,0.01,6,0.00,40,0.02,85,0.05,2,0.00,0,0.00,83,0.05,23,12,3,45
33897,14117,10220,3897,0.28,286,0.07,2048,0.53,245,0.06,301,0.08,37,0.01,58,0.01,30,0.01,26,0.01,12,0.00,42,0.01,19,0.00,3,0.00,17,0.00,280,0.07,78,0.02,0,0.00,66,0.02,12,0.00,66,0.02,271,0.07,0,0.00,7,0.00,264,0.07,30,16,0,218
33898,15355,14041,1314,0.09,670,0.51,353,0.27,77,0.06,19,0.01,2,0.00,27,0.02,8,0.01,3,0.00,6,0.00,6,0.00,1,0.00,0,0.00,0,0.00,24,0.02,13,0.01,0,0.00,17,0.01,1,0.00,8,0.01,79,0.06,0,0.00,0,0.00,79,0.06,19,11,0,49
33901,19500,16609,2891,0.15,907,0.31,719,0.25,254,0.09,118,0.04,4,0.00,215,0.07,99,0.03,21,0.01,26,0.01,29,0.01,34,0.01,1,0.00,7,0.00,106,0.04,26,0.01,1,0.00,28,0.01,8,0.00,28,0.01,260,0.09,0,0.00,4,0.00,256,0.09,19,40,2,195
33903,20776,18958,1818,0.09,527,0.29,483,0.27,339,0.19,60,0.03,21,0.01,68,0.04,25,0.01,16,0.01,0,0.00,34,0.02,5,0.00,1,0.00,4,0.00,53,0.03,18,0.01,1,0.00,24,0.01,4,0.00,21,0.01,114,0.06,1,0.00,2,0.00,111,0.06,18,14,0,79
33904,30613,26845,3768,0.12,346,0.09,913,0.24,1179,0.31,188,0.05,45,0.01,32,0.01,59,0.02,38,0.01,15,0.00,48,0.01,68,0.02,9,0.00,18,0.00,254,0.07,66,0.02,3,0.00,115,0.03,23,0.01,61,0.02,288,0.08,2,0.00,6,0.00,280,0.07,69,50,0,161
33905,31203,21238,9965,0.32,4260,0.43,1936,0.19,302,0.03,160,0.02,23,0.00,2132,0.21,160,0.02,77,0.01,12,0.00,81,0.01,23,0.00,8,0.00,8,0.00,99,0.01,31,0.00,0,0.00,35,0.00,3,0.00,40,0.00,575,0.06,2,0.00,2,0.00,571,0.06,45,48,6,472
33907,22138,17165,4973,0.23,2207,0.44,969,0.19,317,0.06,123,0.02,40,0.01,164,0.03,260,0.05,78,0.02,31,0.01,60,0.01,31,0.01,37,0.01,18,0.00,178,0.04,31,0.01,1,0.00,77,0.02,13,0.00,47,0.01,291,0.06,8,0.00,16,0.00,267,0.05,34,23,3,207
33908,38251,34885,3366,0.09,1376,0.41,881,0.26,228,0.07,101,0.03,13,0.00,85,0.03,51,0.02,33,0.01,13,0.00,15,0.00,34,0.01,11,0.00,16,0.00,127,0.04,28,0.01,1,0.00,49,0.01,14,0.00,39,0.01,251,0.07,3,0.00,2,0.00,246,0.07,50,54,1,141
33909,23119,17145,5974,0.26,652,0.11,1552,0.26,1928,0.32,366,0.06,21,0.00,68,0.01,113,0.02,70,0.01,10,0.00,93,0.02,39,0.01,26,0.00,5,0.00,369,0.06,79,0.01,2,0.00,129,0.02,33,0.01,90,0.02,329,0.06,0,0.00,1,0.00,328,0.05,43,24,4,257
33912,15392,14514,878,0.06,202,0.23,253,0.29,129,0.15,41,0.05,4,0.00,6,0.01,17,0.02,5,0.01,9,0.01,7,0.01,28,0.03,3,0.00,3,0.00,53,0.06,19,0.02,10,0.01,20,0.02,1,0.00,15,0.02,53,0.06,0,0.00,1,0.00,52,0.06,18,5,0,29
33913,17103,15091,2012,0.12,464,0.23,412,0.20,279,0.14,119,0.06,17,0.01,28,0.01,28,0.01,15,0.01,8,0.00,11,0.01,21,0.01,17,0.01,15,0.01,183,0.09,69,0.03,0,0.00,76,0.04,1,0.00,73,0.04,176,0.09,5,0.00,5,0.00,166,0.08,36,11,2,117
33914,35848,30145,5703,0.16,518,0.09,1319,0.23,1772,0.31,332,0.06,54,0.01,83,0.01,144,0.03,79,0.01,27,0.00,79,0.01,87,0.02,13,0.00,12,0.00,451,0.08,127,0.02,2,0.00,176,0.03,17,0.00,93,0.02,318,0.06,1,0.00,5,0.00,312,0.05,68,24,2,218
33916,20134,15554,4580,0.23,1461,0.32,1134,0.25,234,0.05,160,0.03,15,0.00,768,0.17,77,0.02,49,0.01,3,0.00,58,0.01,14,0.00,3,0.00,8,0.00,107,0.02,31,0.01,3,0.00,32,0.01,0,0.00,22,0.00,401,0.09,23,0.01,3,0.00,375,0.08,14,25,5,331
33917,28666,27077,1589,0.06,620,0.39,303,0.19,272,0.17,35,0.02,11,0.01,15,0.01,33,0.02,20,0.01,2,0.00,18,0.01,57,0.04,7,0.00,3,0.00,60,0.04,8,0.01,2,0.00,5,0.00,3,0.00,6,0.00,109,0.07,3,0.00,0,0.00,106,0.07,17,20,2,67
33919,27837,25570,2267,0.08,584,0.26,558,0.25,278,0.12,86,0.04,36,0.02,32,0.01,49,0.02,11,0.00,19,0.01,25,0.01,50,0.02,3,0.00,28,0.01,141,0.06,51,0.02,1,0.00,72,0.03,1,0.00,65,0.03,177,0.08,1,0.00,11,0.00,165,0.07,37,20,3,105
33920,4947,4641,306,0.06,98,0.32,81,0.26,53,0.17,9,0.03,6,0.02,11,0.04,4,0.01,4,0.01,6,0.02,0,0.00,0,0.00,0,0.00,0,0.00,5,0.02,1,0.00,0,0.00,2,0.01,0,0.00,6,0.02,20,0.07,0,0.00,0,0.00,20,0.07,9,6,0,5
33921,1720,1702,18,0.01,0,0.00,3,0.17,0,0.00,3,0.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.06,4,0.22,0,0.00,0,0.00,1,0.06,0,0.00,1,0.06,0,0.00,0,0.00,1,0.06,4,0.22,0,0.00,0,0.00,4,0.22,1,0,0,3
33922,4055,3590,465,0.12,328,0.71,22,0.05,19,0.04,0,0.00,0,0.00,47,0.10,2,0.00,1,0.00,0,0.00,9,0.02,0,0.00,0,0.00,2,0.00,6,0.01,4,0.01,0,0.00,0,0.00,0,0.00,6,0.01,19,0.04,0,0.00,0,0.00,19,0.04,6,3,0,10
33924,761,732,29,0.04,2,0.07,0,0.00,2,0.07,1,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,0.21,0,0.00,0,0.00,2,0.07,0,0.00,0,0.00,2,0.07,0,0.00,0,0.00,14,0.48,0,0.00,0,0.00,14,0.48,2,1,0,11
33928,20830,19308,1522,0.07,688,0.45,191,0.13,156,0.10,20,0.01,18,0.01,34,0.02,29,0.02,18,0.01,8,0.01,5,0.00,28,0.02,7,0.00,17,0.01,89,0.06,42,0.03,2,0.00,39,0.03,7,0.00,33,0.02,91,0.06,0,0.00,1,0.00,90,0.06,27,10,1,52
33930,1075,500,575,0.54,544,0.95,4,0.01,3,0.01,0,0.00,0,0.00,8,0.01,0,0.00,4,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,0.02,0,0.00,0,0.00,11,0.02,7,0,0,4
33931,10005,9719,286,0.03,178,0.62,19,0.07,28,0.10,2,0.01,1,0.00,1,0.00,0,0.00,2,0.01,0,0.00,1,0.00,3,0.01,1,0.00,0,0.00,8,0.03,2,0.01,0,0.00,5,0.02,0,0.00,0,0.00,35,0.12,0,0.00,0,0.00,35,0.12,18,3,0,14
33935,20383,9763,10620,0.52,9034,0.85,403,0.04,430,0.04,24,0.00,5,0.00,173,0.02,63,0.01,28,0.00,1,0.00,55,0.01,4,0.00,0,0.00,10,0.00,56,0.01,1,0.00,0,0.00,6,0.00,10,0.00,2,0.00,315,0.03,0,0.00,1,0.00,314,0.03,17,15,3,279
33936,18994,13541,5453,0.29,1464,0.27,1791,0.33,1193,0.22,148,0.03,19,0.00,93,0.02,67,0.01,36,0.01,24,0.00,61,0.01,30,0.01,5,0.00,9,0.00,111,0.02,35,0.01,1,0.00,44,0.01,18,0.00,30,0.01,274,0.05,3,0.00,0,0.00,271,0.05,21,15,4,231
33944,298,286,12,0.04,2,0.17,1,0.08,1,0.08,0,0.00,0,0.00,0,0.00,6,0.50,2,0.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0
33945,57,56,1,0.02,0,0.00,0,0.00,1,1.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0
33946,2125,2089,36,0.02,6,0.17,7,0.19,5,0.14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.06,0,0.00,0,0.00,4,0.11,1,0.03,0,0.00,0,0.00,0,0.00,1,0.03,10,0.28,0,0.00,0,0.00,10,0.28,2,5,0,3
33947,8180,8024,156,0.02,36,0.23,53,0.34,10,0.06,9,0.06,1,0.01,1,0.01,3,0.02,0,0.00,0,0.00,0,0.00,4,0.03,0,0.00,0,0.00,12,0.08,5,0.03,0,0.00,1,0.01,1,0.01,1,0.01,19,0.12,0,0.00,0,0.00,19,0.12,5,6,0,8
33948,15958,14768,1190,0.08,142,0.12,430,0.36,245,0.21,59,0.05,7,0.01,8,0.01,10,0.01,4,0.00,33,0.03,13,0.01,18,0.02,4,0.00,4,0.00,69,0.06,10,0.01,0,0.00,16,0.01,1,0.00,11,0.01,106,0.09,0,0.00,2,0.00,104,0.09,23,14,2,65
33950,20699,19797,902,0.04,157,0.17,292,0.32,161,0.18,34,0.04,5,0.01,3,0.00,18,0.02,7,0.01,12,0.01,7,0.01,9,0.01,5,0.01,15,0.02,47,0.05,10,0.01,1,0.00,29,0.03,11,0.01,10,0.01,69,0.08,0,0.00,0,0.00,69,0.08,22,4,0,43
33952,28382,25743,2639,0.09,698,0.26,706,0.27,464,0.18,195,0.07,14,0.01,43,0.02,43,0.02,20,0.01,40,0.02,11,0.00,13,0.00,0,0.00,7,0.00,85,0.03,46,0.02,0,0.00,60,0.02,11,0.00,12,0.00,171,0.06,0,0.00,1,0.00,170,0.06,51,25,1,93
33953,5522,5326,196,0.04,38,0.19,64,0.33,24,0.12,8,0.04,0,0.00,1,0.01,7,0.04,5,0.03,1,0.01,0,0.00,7,0.04,1,0.01,4,0.02,16,0.08,2,0.01,0,0.00,0,0.00,0,0.00,4,0.02,14,0.07,0,0.00,0,0.00,14,0.07,4,0,0,10
33954,9290,8455,835,0.09,134,0.16,282,0.34,163,0.20,57,0.07,7,0.01,7,0.01,17,0.02,3,0.00,21,0.03,4,0.00,8,0.01,3,0.00,5,0.01,39,0.05,9,0.01,0,0.00,18,0.02,1,0.00,7,0.01,50,0.06,2,0.00,1,0.00,47,0.06,11,10,0,26
33955,10060,9546,514,0.05,126,0.25,147,0.29,104,0.20,10,0.02,6,0.01,3,0.01,4,0.01,3,0.01,3,0.01,1,0.00,6,0.01,0,0.00,1,0.00,19,0.04,6,0.01,0,0.00,6,0.01,0,0.00,3,0.01,66,0.13,0,0.00,0,0.00,66,0.13,19,9,0,38
33956,3776,3696,80,0.02,34,0.43,12,0.15,15,0.19,1,0.01,1,0.01,0,0.00,1,0.01,0,0.00,0,0.00,1,0.01,0,0.00,0,0.00,1,0.01,1,0.01,2,0.03,0,0.00,1,0.01,0,0.00,0,0.00,10,0.13,0,0.00,0,0.00,10,0.13,2,3,0,5
33957,6469,6318,151,0.02,56,0.37,7,0.05,23,0.15,2,0.01,5,0.03,2,0.01,5,0.03,0,0.00,1,0.01,2,0.01,9,0.06,1,0.01,2,0.01,11,0.07,0,0.00,2,0.01,7,0.05,0,0.00,2,0.01,14,0.09,0,0.00,0,0.00,14,0.09,7,3,0,4
33960,854,708,146,0.17,46,0.32,5,0.03,49,0.34,3,0.02,0,0.00,1,0.01,6,0.04,0,0.00,0,0.00,1,0.01,0,0.00,0,0.00,0,0.00,18,0.12,0,0.00,0,0.00,2,0.01,2,0.01,0,0.00,13,0.09,0,0.00,0,0.00,13,0.09,0,4,0,9
33965,1648,1473,175,0.11,23,0.13,15,0.09,34,0.19,37,0.21,0,0.00,2,0.01,2,0.01,1,0.01,0,0.00,1,0.01,2,0.01,1,0.01,0,0.00,10,0.06,10,0.06,0,0.00,5,0.03,0,0.00,3,0.02,29,0.17,0,0.00,0,0.00,29,0.17,17,1,2,9
33966,8251,7232,1019,0.12,167,0.16,344,0.34,116,0.11,59,0.06,18,0.02,24,0.02,20,0.02,19,0.02,7,0.01,3,0.00,13,0.01,1,0.00,1,0.00,99,0.10,20,0.02,2,0.00,26,0.03,3,0.00,22,0.02,55,0.05,0,0.00,1,0.00,54,0.05,16,9,0,29
33967,22799,18125,4674,0.21,2138,0.46,627,0.13,468,0.10,75,0.02,27,0.01,168,0.04,170,0.04,69,0.01,13,0.00,140,0.03,71,0.02,44,0.01,12,0.00,186,0.04,49,0.01,1,0.00,93,0.02,27,0.01,48,0.01,248,0.05,2,0.00,0,0.00,246,0.05,28,24,0,194
33971,19730,12802,6928,0.35,1654,0.24,2005,0.29,1538,0.22,274,0.04,24,0.00,139,0.02,264,0.04,102,0.01,32,0.00,102,0.01,27,0.00,9,0.00,14,0.00,224,0.03,70,0.01,9,0.00,87,0.01,16,0.00,55,0.01,283,0.04,0,0.00,5,0.00,278,0.04,19,5,16,238
33972,10880,8063,2817,0.26,640,0.23,747,0.27,902,0.32,68,0.02,17,0.01,37,0.01,71,0.03,59,0.02,11,0.00,26,0.01,14,0.01,5,0.00,1,0.00,63,0.02,16,0.01,4,0.00,14,0.01,2,0.00,10,0.00,110,0.04,0,0.00,6,0.00,104,0.04,22,10,0,72
33973,10798,6334,4464,0.41,1841,0.41,1054,0.24,471,0.11,138,0.03,3,0.00,211,0.05,218,0.05,44,0.01,2,0.00,109,0.02,7,0.00,16,0.00,4,0.00,81,0.02,16,0.00,0,0.00,20,0.00,1,0.00,8,0.00,220,0.05,12,0.00,0,0.00,208,0.05,14,21,5,168
33974,11982,7116,4866,0.41,1930,0.40,1082,0.22,955,0.20,98,0.02,17,0.00,81,0.02,95,0.02,84,0.02,5,0.00,33,0.01,27,0.01,8,0.00,5,0.00,110,0.02,18,0.00,0,0.00,46,0.01,6,0.00,8,0.00,258,0.05,0,0.00,0,0.00,258,0.05,19,42,0,197
33976,12534,7590,4944,0.39,1261,0.26,1134,0.23,1387,0.28,138,0.03,39,0.01,83,0.02,181,0.04,102,0.02,13,0.00,59,0.01,29,0.01,24,0.00,2,0.00,177,0.04,27,0.01,0,0.00,58,0.01,13,0.00,37,0.01,180,0.04,0,0.00,3,0.00,177,0.04,23,9,1,144
33980,10322,9726,596,0.06,91,0.15,213,0.36,111,0.19,38,0.06,5,0.01,6,0.01,7,0.01,2,0.00,8,0.01,2,0.00,2,0.00,0,0.00,6,0.01,29,0.05,16,0.03,3,0.01,12,0.02,0,0.00,3,0.01,42,0.07,0,0.00,0,0.00,42,0.07,6,4,0,32
33981,9534,9169,365,0.04,101,0.28,99,0.27,65,0.18,8,0.02,2,0.01,1,0.00,5,0.01,1,0.00,6,0.02,2,0.01,14,0.04,0,0.00,0,0.00,11,0.03,8,0.02,4,0.01,7,0.02,0,0.00,5,0.01,26,0.07,0,0.00,1,0.00,25,0.07,14,0,0,11
33982,9176,8783,393,0.04,104,0.26,61,0.16,108,0.27,7,0.02,1,0.00,10,0.03,13,0.03,6,0.02,0,0.00,2,0.01,4,0.01,0,0.00,1,0.00,11,0.03,0,0.00,0,0.00,5,0.01,0,0.00,0,0.00,60,0.15,0,0.00,0,0.00,60,0.15,15,0,0,45
33983,13954,13036,918,0.07,135,0.15,394,0.43,130,0.14,46,0.05,4,0.00,7,0.01,4,0.00,4,0.00,18,0.02,7,0.01,11,0.01,0,0.00,6,0.01,40,0.04,10,0.01,0,0.00,22,0.02,2,0.00,14,0.02,64,0.07,0,0.00,2,0.00,62,0.07,22,6,1,33
33990,28173,21952,6221,0.22,521,0.08,1584,0.25,1833,0.29,436,0.07,48,0.01,67,0.01,114,0.02,82,0.01,26,0.00,90,0.01,67,0.01,16,0.00,21,0.00,509,0.08,110,0.02,0,0.00,171,0.03,31,0.01,58,0.01,437,0.07,0,0.00,11,0.00,426,0.07,60,63,1,302
33991,18010,14508,3502,0.19,308,0.09,843,0.24,1175,0.34,143,0.04,18,0.01,41,0.01,81,0.02,57,0.02,12,0.00,68,0.02,23,0.01,6,0.00,13,0.00,349,0.10,90,0.03,5,0.00,70,0.02,8,0.00,50,0.01,142,0.04,1,0.00,5,0.00,136,0.04,25,7,0,104
33993,20628,15666,4962,0.24,382,0.08,1081,0.22,1990,0.40,168,0.03,21,0.00,32,0.01,115,0.02,84,0.02,29,0.01,64,0.01,34,0.01,8,0.00,11,0.00,390,0.08,68,0.01,4,0.00,89,0.02,9,0.00,61,0.01,322,0.06,0,0.00,8,0.00,314,0.06,41,32,4,237
34101,10,10,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0
34102,10460,9808,652,0.06,100,0.15,84,0.13,248,0.38,31,0.05,4,0.01,3,0.00,20,0.03,4,0.01,8,0.01,16,0.02,8,0.01,2,0.00,2,0.00,36,0.06,2,0.00,4,0.01,13,0.02,2,0.00,6,0.01,59,0.09,0,0.00,0,0.00,59,0.09,12,6,0,41
34103,12150,10947,1203,0.10,363,0.30,82,0.07,209,0.17,6,0.01,9,0.01,13,0.01,174,0.14,2,0.00,2,0.00,11,0.01,17,0.01,105,0.09,12,0.01,67,0.06,10,0.01,2,0.00,12,0.01,6,0.01,6,0.01,95,0.08,0,0.00,0,0.00,95,0.08,24,18,0,53
34104,23691,18183,5508,0.23,2086,0.38,485,0.09,1113,0.20,115,0.02,39,0.01,76,0.01,147,0.03,67,0.01,20,0.00,59,0.01,89,0.02,133,0.02,32,0.01,441,0.08,72,0.01,1,0.00,143,0.03,26,0.00,95,0.02,269,0.05,0,0.00,0,0.00,269,0.05,40,27,0,202
34105,13933,12154,1779,0.13,249,0.14,203,0.11,333,0.19,68,0.04,14,0.01,14,0.01,39,0.02,31,0.02,12,0.01,31,0.02,49,0.03,84,0.05,23,0.01,314,0.18,45,0.03,6,0.00,82,0.05,22,0.01,53,0.03,107,0.06,1,0.00,6,0.00,100,0.06,42,4,0,54
34108,16874,15258,1616,0.10,610,0.38,114,0.07,286,0.18,21,0.01,19,0.01,27,0.02,25,0.02,9,0.01,6,0.00,23,0.01,40,0.02,32,0.02,8,0.01,171,0.11,14,0.01,7,0.00,42,0.03,17,0.01,13,0.01,132,0.08,2,0.00,11,0.01,119,0.07,26,22,0,71
34109,23338,19909,3429,0.15,550,0.16,409,0.12,728,0.21,112,0.03,35,0.01,77,0.02,151,0.04,29,0.01,24,0.01,23,0.01,90,0.03,152,0.04,44,0.01,450,0.13,56,0.02,5,0.00,162,0.05,34,0.01,91,0.03,207,0.06,3,0.00,5,0.00,199,0.06,35,20,0,144
34110,20762,18824,1938,0.09,675,0.35,229,0.12,398,0.21,49,0.03,8,0.00,22,0.01,32,0.02,20,0.01,13,0.01,9,0.00,27,0.01,14,0.01,22,0.01,178,0.09,27,0.01,12,0.01,52,0.03,7,0.00,21,0.01,123,0.06,0,0.00,2,0.00,121,0.06,36,12,0,73
34112,27002,21709,5293,0.20,2674,0.51,346,0.07,923,0.17,49,0.01,48,0.01,192,0.04,100,0.02,36,0.01,15,0.00,97,0.02,72,0.01,69,0.01,27,0.01,217,0.04,38,0.01,4,0.00,80,0.02,10,0.00,30,0.01,266,0.05,0,0.00,5,0.00,261,0.05,55,12,2,192
34113,17971,11719,6252,0.35,3966,0.63,271,0.04,836,0.13,193,0.03,20,0.00,217,0.03,110,0.02,34,0.01,7,0.00,124,0.02,17,0.00,31,0.01,10,0.00,122,0.02,17,0.00,0,0.00,53,0.01,1,0.00,27,0.00,196,0.03,0,0.00,0,0.00,196,0.03,19,11,0,166
34114,13653,10736,2917,0.21,1680,0.58,157,0.05,523,0.18,41,0.01,10,0.00,65,0.02,16,0.01,20,0.01,6,0.00,72,0.02,19,0.01,15,0.01,1,0.00,117,0.04,14,0.00,2,0.00,17,0.01,4,0.00,7,0.00,131,0.04,0,0.00,0,0.00,131,0.04,9,11,0,111
34116,30005,14468,15537,0.52,5870,0.38,976,0.06,4343,0.28,247,0.02,74,0.00,634,0.04,800,0.05,176,0.01,23,0.00,258,0.02,105,0.01,328,0.02,21,0.00,568,0.04,66,0.00,4,0.00,245,0.02,49,0.00,91,0.01,659,0.04,11,0.00,2,0.00,646,0.04,50,22,1,573
34117,14250,9213,5037,0.35,945,0.19,447,0.09,2413,0.48,85,0.02,22,0.00,38,0.01,114,0.02,84,0.02,14,0.00,51,0.01,40,0.01,28,0.01,13,0.00,255,0.05,40,0.01,1,0.00,94,0.02,28,0.01,65,0.01,260,0.05,0,0.00,0,0.00,260,0.05,41,15,2,202
34119,25756,22815,2941,0.11,487,0.17,436,0.15,696,0.24,142,0.05,15,0.01,31,0.01,41,0.01,20,0.01,18,0.01,24,0.01,60,0.02,63,0.02,15,0.01,395,0.13,52,0.02,6,0.00,145,0.05,9,0.00,72,0.02,214,0.07,0,0.00,1,0.00,213,0.07,44,29,0,140
34120,26147,17090,9057,0.35,2050,0.23,874,0.10,3752,0.41,215,0.02,63,0.01,127,0.01,132,0.01,133,0.01,26,0.00,124,0.01,74,0.01,86,0.01,40,0.00,541,0.06,111,0.01,8,0.00,199,0.02,25,0.00,85,0.01,392,0.04,3,0.00,1,0.00,388,0.04,35,23,2,328
34134,14112,13509,603,0.04,243,0.40,60,0.10,59,0.10,10,0.02,1,0.00,21,0.03,6,0.01,10,0.02,4,0.01,19,0.03,9,0.01,3,0.01,2,0.00,60,0.10,4,0.01,1,0.00,3,0.01,15,0.02,8,0.01,65,0.11,0,0.00,0,0.00,65,0.11,20,17,0,28
34135,37315,27241,10074,0.27,6146,0.61,371,0.04,326,0.03,59,0.01,54,0.01,1582,0.16,200,0.02,87,0.01,1,0.00,263,0.03,70,0.01,78,0.01,14,0.00,213,0.02,32,0.00,2,0.00,59,0.01,14,0.00,34,0.00,469,0.05,7,0.00,1,0.00,461,0.05,31,38,0,392
