Mexican,%,PuertoRican,%,Cuban,%,Dominican,%,Costa Rican,%,Guatemalan,%,Honduran,%,Nicaraguan,%,Panamanian,%,Salvadoran,%, Argentinean,%,Bolivian,%,Chilean,%,Colombian,%,Ecuadorian,%,Paraguayan,%,Peruvian,%,Uruguayan,%,Venezuelan,%
Ahumada,0.000166,Rexach,0.000047,Alvares,0.000134,,,McDonald,0.00005,Pedro,0.00018,Chapas,0.000071,,,Badillo,0.00014,Repreza,0.00008,Millan,0.00014,Saldias,0.00018,Manzo,0.000143,Obregon,0.000202,Esparza,0.000229,,,Ancco,0.00022,Ancheta,0.00015024,Marrufo,0.000154
Castelan,0.000166,Chico,0.000047,Fabregas,0.000134,,,Artola,0.00005,Najarro,0.000179,Lavaire,0.000071,,,Coronel,0.00014,Moraga,0.00008,Guaymas,0.00014,Lazaro,0.00018,Tirado,0.000142,Berdugo,0.000201,Chuquimarca,0.000228,,,Ibarra,0.00022,Sandes,0.000149948,Capote,0.000154
Almeida,0.000166,Labrador,0.000047,Fabelo,0.000133,,,Gallegos,0.00005,Xoyon,0.000179,Soza,0.00007,,,Carles,0.00014,Larreynaga,0.00008,de La Fuente,0.00014,Donaire,0.00018,Calquin,0.000142,Simanca,0.000201,Pauta,0.000228,,,Asencios,0.00022,Feijo,0.000149365,Tocuyo,0.000154
de La O,0.000166,Tripari,0.000047,Revilla,0.000132,,,Sols,0.00005,Sipac,0.000179,Videz,0.00007,,,Casama,0.00014,Andasol,0.00008,Elizondo,0.00014,Fuertes,0.00018,Andaur,0.000142,Grueso,0.0002,Cerezo,0.000228,,,Inca,0.00022,Gatti,0.000149365,Pedroza,0.000153
Enciso,0.000165,Tosado,0.000046,Llano,0.000132,,,Abrahams,0.00005,Folgar,0.000179,Acu,0.00007,,,Sabugara,0.00014,Sayes,0.00008,Re,0.00014,Pelaez,0.00018,Corrales,0.000142,Benjumea,0.0002,Masabanda,0.000228,,,Montesinos,0.00022,Aramburu,0.000148765,Penalver,0.000153
Murrieta,0.000164,Emmanuelli,0.000046,Vigoa,0.000131,,,Coghi,0.00005,Concua,0.000178,Otero,0.000069,,,Donado,0.00014,Treminio,0.00008,Estigarribia,0.00014,Perales,0.00018,Jarpa,0.000142,Manco,0.0002,Balon,0.000228,,,Alburqueque,0.00022,Duque,0.000148478,Griman,0.000153
Verduzco,0.000162,Fournier,0.000046,Regalado,0.000131,,,Galvez,0.00005,Espana,0.000178,Melchor,0.000068,,,de Obaldia,0.00014,Osorto,0.00008,Galli,0.00013,Borja,0.00018,Carter,0.000142,Petro,0.0002,Monge,0.000228,,,Yaranga,0.00022,Lecuna,0.000147907,Raga,0.000152
Cabello,0.000161,Padron,0.000046,Almenares,0.00013,,,Barberena,0.00005,Cabnal,0.000177,Rocha,0.000068,,,Rios,0.00014,Bachez,0.00008,Amarillo,0.00013,Segales,0.00018,Antilef,0.000142,Monterrosa,0.000199,Tenezaca,0.000227,,,Melo,0.00022,Perdigon,0.000147907,Tortolero,0.000152
Patricio,0.000161,Todd,0.000046,Scull,0.00013,,,Fournier,0.00005,Valey,0.000177,Villagra,0.000068,,,Carmona,0.00014,Rumaldo,0.00008,Spinelli,0.00013,Echalar,0.00018,Millanao,0.000141,Idarraga,0.000199,Garofalo,0.000227,,,Iparraguirre,0.00022,Troche,0.000147907,Jaime,0.000152
Hipolito,0.00016,Barja,0.000046,Bruzon,0.00013,,,Ochoa,0.00005,Ubeda,0.000177,Cobos,0.000067,,,Solanilla,0.00014,Chulo,0.00008,Etcheverry,0.00013,Chui,0.00018,Pezo,0.00014,Torrez,0.000199,Pilatasig,0.000227,,,Gavilan,0.00022,Pereda,0.000147319,Abad,0.000152
Favela,0.00016,Colorado,0.000046,Sarria,0.000129,,,Taleno,0.00005,Sipaque,0.000177,Montiel,0.000067,,,Escartin,0.00014,Amador,0.00008,Balderrama,0.00013,Olguin,0.00018,Vielma,0.00014,Donado,0.000198,Pulla,0.000227,,,Chalco,0.00022,Maya,0.000147016,Naveda,0.000151
del Valle,0.00016,Orellana,0.000046,Cairo,0.000129,,,Crawford,0.00005,Tzaj,0.000177,Gil,0.000067,,,Laguna,0.00014,Bruno,0.00008,Guillen,0.00013,Tambo,0.00018,del Pino,0.000139,Ferreira,0.000198,Colcha,0.000226,,,Huarancca,0.00022,Meyer,0.000147016,Reinoso,0.000151
Pardo,0.000159,Capo,0.000045,Chinea,0.000129,,,Mattey,0.00005,Gualna,0.000176,Jordan,0.000067,,,Mina,0.00014,Corena,0.00008,Fleita,0.00013,Yepez,0.00018,Mery,0.000139,Navia,0.000198,Tonato,0.000225,,,Magallanes,0.00022,Dure,0.000146735,Alonzo,0.000151
Baca,0.000159,Gueits,0.000045,Vinas,0.000129,,,Sierra,0.00005,Grajeda,0.000176,Montejo,0.000067,,,Alleyne,0.00014,Calzada,0.00008,Bueno,0.00013,Ceron,0.00018,Tiznado,0.000138,Urbina,0.000198,Corrales,0.000225,,,Canaza,0.00022,Netto,0.000146735,Antunez,0.000151
Gaxiola,0.000159,Adames,0.000045,Noy,0.000128,,,Arguijo,0.00005,Algua,0.000175,Nufio,0.000066,,,Martez,0.00014,Buendia,0.00008,Echenique,0.00013,Chirinos,0.00018,Alamos,0.000138,Merino,0.000197,Loza,0.000224,,,Espinal,0.00022,Viola,0.000146735,Gascon,0.000151
Obregon,0.000159,Boyrie,0.000045,Manresa,0.000128,,,Evans,0.00005,Bo,0.000175,Guido,0.000065,,,Araba,0.00013,Oporto,0.00008,Reales,0.00013,Garzon,0.00018,Velozo,0.000137,de La Rosa,0.000196,Cuero,0.000224,,,Novoa,0.00022,Decuadro,0.000146434,Luces,0.00015
Miramontes,0.000159,N Ramirez,0.000045,Cuervo,0.000127,,,Roa,0.00005,Cermeno,0.000175,Mendes,0.000065,,,Blandon,0.00013,Puente,0.00008,Wagner,0.00013,Portal,0.00018,Cano,0.000136,Serpa,0.000195,Goyes,0.000223,,,Torre,0.00022,Fumero,0.000146434,Adrian,0.00015
Frausto,0.000159,Pimentel,0.000045,Gamez,0.000127,,,McLean,0.00004,Coloch,0.000174,Aroca,0.000065,,,Diaz,0.00013,Sintigo,0.00008,Santoro,0.00013,Pucho,0.00018,Aqueveque,0.000136,Urrutia,0.000195,Amores,0.000223,,,Narvaez,0.00022,Antelo,0.000146156,Jordan,0.00015
Villalpando,0.000159,Cay,0.000045,Mengana,0.000127,,,Olivar,0.00004,Piox,0.000174,Taylor,0.000065,,,Valverde,0.00013,Almendarez,0.00008,Irusta,0.00013,Huaycho,0.00018,Betancourt,0.000136,Areiza,0.000194,Guaranda,0.000223,,,Camarena,0.00022,Barrientos,0.000146156,Silvera,0.00015
Rizo,0.000158,Salazar,0.000045,Acanda,0.000126,,,Mitchell,0.00004,Vanegas,0.000174,Armas,0.000065,,,Betegon,0.00013,Calvio,0.00008,Lombardi,0.00013,Paraba,0.00018,Liberona,0.000135,Useche,0.000194,Panchi,0.000223,,,Paiva,0.00022,Frachia,0.000146156,de Freitas,0.000149
Salcido,0.000158,Godineaux,0.000045,Galvan,0.000126,,,Vaglio,0.00004,Aroche,0.000174,Simeon,0.000065,,,Hawkins,0.00013,Candido,0.00008,Torales,0.00013,Trigo,0.00017,Portilla,0.000135,Causil,0.000193,Ajila,0.000223,,,Rueda,0.00022,Cesar,0.000145858,Machuca,0.000149
Montanez,0.000158,Monroig,0.000045,Bosch,0.000125,,,Valles,0.00004,Mejicanos,0.000174,Webster,0.000065,,,Prestan,0.00013,Mestanza,0.00008,Lucena,0.00013,Marcani,0.00017,Amaya,0.000135,Tello,0.000192,Guadamud,0.000223,,,Evangelista,0.00022,German,0.000145858,dos Santos,0.000149
Licona,0.000157,Grajales,0.000044,Madrazo,0.000125,,,Douglas,0.00004,Ujpan,0.000173,Cribas,0.000064,,,Quinones,0.00013,Pascacio,0.00008,Santiago,0.00013,Saire,0.00017,Higuera,0.000135,Cerquera,0.000192,Olaya,0.000223,,,Daza,0.00021,Xavier,0.000145858,Toyo,0.000149
de Anda,0.000157,Santiago Tejada,0.000044,Alcolea,0.000124,,,Grajales,0.00004,Cholotio,0.000173,Lazaro,0.000064,,,Arce,0.00013,Bustamante,0.00008,Abdala,0.00013,Raldes,0.00017,Seron,0.000134,Onate,0.000192,Vilela,0.000222,,,Samame,0.00021,Coppola,0.00014556,Ballesteros,0.000149
Almaguer,0.000157,Villamarzo,0.000044,Odio,0.000124,,,Echavarria,0.00004,Salvatierra,0.000173,Sifontes,0.000064,,,McLean,0.00013,Portal,0.00008,Viola,0.00013,Inturias,0.00017,Severino,0.000134,Vergel,0.000192,Simbana,0.000222,,,Moncada,0.00021,Real,0.00014556,Carballo,0.000149
Noh,0.000157,Benabe,0.000044,Maresma,0.000124,,,Villaplana,0.00004,Guamuch,0.000173,Arana,0.000063,,,Veliz,0.00013,Corona,0.00008,Castaneda,0.00013,Vacaflor,0.00017,Collio,0.000134,Rodelo,0.000192,Corozo,0.000222,,,Agreda,0.00021,Cuna,0.000144697,Troconis,0.000149
Peraza,0.000156,Piza,0.000044,Urra,0.000124,,,Esteller,0.00004,Luc,0.000173,Trinidad,0.000063,,,Esquina,0.00013,Jeronimo,0.00008,Tissera,0.00013,Arrazola,0.00017,Landeros,0.000133,Santander,0.000192,Amaya,0.000222,,,Montanez,0.00021,Calleros,0.000144404,Morocoima,0.000148
Basilio,0.000156,Principe,0.000044,Mayedo,0.000123,,,Izaguirre,0.00004,Saban,0.000172,Auxume,0.000063,,,Arrieta,0.00013,Matozo,0.00008,Cattaneo,0.00013,Bruno,0.00017,Antinao,0.000133,Ledesma,0.000192,Masaquiza,0.000222,,,Querevalu,0.00021,Grana,0.000144404,Vizcaino,0.000148
Serrato,0.000156,Talavera,0.000044,Tabera,0.000123,,,Pastor,0.00004,Beltran,0.000171,Bados,0.000063,,,Olivero,0.00013,Ronquillo,0.00008,Casanova,0.00013,Huchani,0.00017,Serey,0.000132,Tamara,0.000191,Sigcha,0.000222,,,Zea,0.00021,Ibanez,0.000144404,Lares,0.000147
Escalona,0.000156,Nadal,0.000043,Antunez,0.000123,,,Bartels,0.00004,Tojin,0.00017,Saldivar,0.000063,,,Vanega,0.00013,Sion,0.00008,Ovando,0.00013,Vilte,0.00017,Paillan,0.000132,Ortegon,0.000191,Maigua,0.000221,,,Tamayo,0.00021,Heredia,0.000143513,Ipuana,0.000147
Lagunes,0.000156,Berastain,0.000043,Buron,0.000123,,,Infante,0.00004,Mus,0.00017,Ferman,0.000063,,,Cabezon,0.00013,Maldinera,0.00008,Cisnero,0.00013,Choqueticlla,0.00017,Teran,0.000132,Pava,0.000191,Alvia,0.000221,,,Laurente,0.00021,Lencina,0.000143513,Pastran,0.000147
Otero,0.000156,Cappas,0.000043,Marichal,0.000123,,,Pinnock,0.00004,Cuy,0.00017,Leveron,0.000063,,,Dimas,0.00013,Aristondo,0.00007,Astrada,0.00013,Romay,0.00017,Oses,0.000132,Amador,0.00019,Verdugo,0.000221,,,Bermudez,0.00021,Revello,0.000143513,Ardila,0.000146
de Dios,0.000156,Tous,0.000043,Bonne,0.000123,,,Carmiol,0.00004,Camo,0.000169,Lujan,0.000062,,,Griffith,0.00013,Enamorado,0.00007,Esteban,0.00013,Carlo,0.00017,San Juan,0.000131,Tordecilla,0.00019,Chiriguaya,0.00022,,,Cachay,0.00021,Chiesa,0.000143225,Santeliz,0.000145
Magdaleno,0.000155,Valdes,0.000043,Chamizo,0.000122,,,Jimenez,0.00004,Chocon,0.000169,Calona,0.000062,,,Cardoze,0.00013,Cuatro,0.00007,Giles,0.00013,Chinche,0.00017,Friz,0.000131,Solorzano,0.000189,Jimbo,0.000219,,,Granda,0.00021,Crespo,0.000143225,Zarate,0.000145
Gurrola,0.000155,Fattah,0.000043,Jauregui,0.000122,,,Patterson,0.00004,Matzar,0.000169,Salcedo,0.000062,,,Botacio,0.00013,Salama,0.00007,Teves,0.00013,Huayllani,0.00017,Orostica,0.000131,Mancera,0.000189,Inga,0.000219,,,Collazos,0.00021,Echeveste,0.000143225,Almarza,0.000145
Olan,0.000154,Fernandez,0.000043,Salomon,0.000122,,,Adams,0.00004,Lastro,0.000168,Batres,0.000062,,,Moya,0.00013,Reales,0.00007,Andres,0.00013,Julian,0.00017,Banda,0.000129,Basto,0.000189,Aldas,0.000219,,,Pascual,0.00021,Guillermo,0.000143225,Bandres,0.000145
Carballo,0.000154,Jessica,0.000043,Ordonez,0.000122,,,Gazel,0.00004,Ponce,0.000168,Quintano,0.000062,,,Chamorro,0.00013,Valdivieso,0.00007,Toscano,0.00013,Otalora,0.00017,Casas,0.000129,Vasco,0.000188,Abarca,0.000219,,,Arapa,0.00021,Orona,0.000143225,de La Cruz,0.000144
Salmeron,0.000154,Folch,0.000043,Echeverria,0.000122,,,Lagos,0.00004,Si,0.000168,Sambola,0.000062,,,Chaverra,0.00013,de Jesus,0.00007,Longo,0.00013,Alave,0.00017,Monsalvez,0.000127,Rosado,0.000186,Malave,0.000219,,,Asencio,0.00021,Bazzano,0.000142939,Regalado,0.000144
Nuno,0.000154,Tania,0.000043,Garcna,0.000122,,,Ordenana,0.00004,Pic,0.000168,Guiza,0.000061,,,Ubarte,0.00013,Naves,0.00007,Delfino,0.00013,Rafael,0.00017,Quidel,0.000127,Aguas,0.000185,Quichimbo,0.000218,,,Ocana,0.00021,Cuenca,0.000142939,Puche,0.000144
Moncada,0.000154,Vizcarrondo,0.000043,Rivadeneira,0.000122,,,Sobrado,0.00004,Villegas,0.000168,Sambula,0.00006,,,Deago,0.00013,Capacho,0.00007,Zerda,0.00013,Toco,0.00017,Pastene,0.000127,Espinel,0.000185,Ricaurte,0.000218,,,Bayona,0.00021,Guimaraens,0.000142939,Socorro,0.000143
Macedo,0.000153,Iglesias,0.000042,Almarales,0.000121,,,Garnier,0.00004,Sicaja,0.000168,Coleman,0.00006,,,Diez,0.00013,Maeda,0.00007,Orquera,0.00013,Severiche,0.00017,Vicuna,0.000127,Jaime,0.000184,Chiguano,0.000217,,,Talledo,0.00021,Scarone,0.000142939,Sarabia,0.000143
Euan,0.000152,Yambo,0.000042,Zalazar,0.000121,,,Harris,0.00004,Urrutia,0.000168,Bendeck,0.00006,,,Wood,0.00013,Gabriel,0.00007,Benedetti,0.00013,Yampara,0.00017,Pedraza,0.000127,Batista,0.000184,Escudero,0.000217,,,Vidaurre,0.00021,Tourn,0.000142939,Manaure,0.000143
Magallanes,0.000152,Caez,0.000042,Sera,0.000121,,,Ocon,0.00004,Tzunun,0.000168,Cambar,0.000059,,,Barnett,0.00013,Alvares,0.00007,Carbone,0.00013,Aleman,0.00017,Orozco,0.000126,Badillo,0.000183,Estevez,0.000216,,,Jaimes,0.00021,Eguren,0.000141483,Monagas,0.000142
Cancino,0.000152,Chamorro,0.000042,Bolanos,0.000121,,,Tello,0.00004,Roquel,0.000167,Vasques,0.000059,,,Alcedo,0.00013,Puentes,0.00007,Velazco,0.00013,Carpio,0.00017,Salvatierra,0.000126,Espejo,0.000182,Toalombo,0.000216,,,Escudero,0.00021,Dorrego,0.000141183,Izarra,0.000142
Holguin,0.000151,Colls,0.000042,Madruga,0.000121,,,Tortos,0.00004,Diaz,0.000167,Quinteros,0.000059,,,Berroa,0.00013,Segundo,0.00007,Sola,0.00013,Uriona,0.00017,Salcedo,0.000126,Zea,0.000182,Barco,0.000216,,,Farro,0.00021,Gonnet,0.000140905,Montesinos,0.000142
Pion,0.000151,Arzuaga,0.000041,Caro,0.000121,,,Jaubert,0.00004,Mis,0.000167,Becerra,0.000058,,,Cordova,0.00013,Caada,0.00007,Merino,0.00013,Farell,0.00017,Codoceo,0.000126,Sanjuan,0.000182,Rengifo,0.000216,,,Linan,0.00021,Noria,0.000140905,Galicia,0.000141
Manjarrez,0.000151,Dalmau,0.000041,Chong,0.00012,,,Rosas,0.00004,Sanan,0.000166,Connor,0.000058,,,Gobea,0.00013,Zambrano,0.00007,Graneros,0.00013,Armella,0.00017,Beroiza,0.000126,Echeverria,0.000182,Crespin,0.000215,,,Silvano,0.00021,Zabaleta,0.000140905,Ostos,0.000141
Pastrana,0.000151,Pastor,0.000041,Arzuaga,0.00012,,,Bernard,0.00004,Quijano,0.000166,Carpio,0.000058,,,Medrano,0.00013,Elizondo,0.00007,Basso,0.00013,Tirado,0.00017,Arismendi,0.000126,Gamba,0.000181,Salavarria,0.000215,,,Calixto,0.00021,Peirano,0.000140607,Caruci,0.000141
Villalba,0.000149,Pons,0.000041,Alvarado,0.00012,,,Caldern,0.00004,Ascuc,0.000166,Murillos,0.000058,,,Ocana,0.00013,Jarquin,0.00007,Jauregui,0.00013,Alegria,0.00017,Abello,0.000126,Realpe,0.000181,Minda,0.000215,,,Alama,0.00021,Vecino,0.000140607,Borrero,0.000141
Rascon,0.000149,Rolon,0.000041,Ferran,0.00012,,,Gurdian,0.00004,Conoz,0.000166,Baiza,0.000058,,,Jovane,0.00013,Estevez,0.00007,Farina,0.00013,Inca,0.00016,Bahamondez,0.000125,Quesada,0.000181,Palomeque,0.000214,,,Lucero,0.00021,Cantero,0.000140311,Bruzual,0.000141
Mar,0.000149,Dominicci,0.000041,Novoa,0.00012,,,Hines,0.00004,Galdamez,0.000165,Richard,0.000058,,,Salgado,0.00013,Orrego,0.00007,Pugliese,0.00013,Cussi,0.00016,Llanten,0.000125,Deavila,0.00018,Cuji,0.000213,,,Miguel,0.00021,Martinez,0.000140311,Urribarri,0.000141
Hermosillo,0.000147,Davila,0.000041,Campo,0.00012,,,Macotelo,0.00004,Cali,0.000165,Ronas,0.000058,,,Troetsch,0.00013,Bardales,0.00007,Astorga,0.00013,Araoz,0.00016,Cueto,0.000124,Lagos,0.00018,Anrango,0.000213,,,Quito,0.00021,Mazza,0.000140311,Rumbos,0.00014
Barranco,0.000147,Faccio,0.000041,Diez,0.000119,,,Cisnero,0.00004,Navarijo,0.000165,Castron,0.000058,,,Borbua,0.00012,Cubas,0.00007,Carreno,0.00012,Noe,0.00016,Moris,0.000124,Borrero,0.00018,Negrete,0.000213,,,Landeo,0.00021,Uriarte,0.000140311,Isturiz,0.000139
Vite,0.000146,Lee,0.000041,Arcia,0.000119,,,Monterrosa,0.00004,Conde,0.000165,Brizo,0.000057,,,Charles,0.00012,Solito,0.00007,Casal,0.00012,Temo,0.00016,Ferrer,0.000124,Puerto,0.000179,Triana,0.000212,,,Pablo,0.0002,Chamorro,0.000140017,Indriago,0.000139
Vaca,0.000146,Bezares,0.000041,Martinez,0.000118,,,Olsen,0.00004,Arrecis,0.000164,Calidonio,0.000057,,,Alzamora,0.00012,Tomasino,0.00007,Porcel,0.00012,Alvares,0.00016,Mesias,0.000123,Veloza,0.000179,Sellan,0.000211,,,Toro,0.0002,Pastor,0.000140017,Frontado,0.000139
Mauricio,0.000146,Rosello,0.000041,Mekin,0.000118,,,Desanti,0.00004,Temaj,0.000164,Cisnado,0.000057,,,Douglas,0.00012,Zumba,0.00007,Bobadilla,0.00012,Ulloa,0.00016,Cabeza,0.000123,Claros,0.000178,Jaya,0.000211,,,Chavarria,0.0002,Rivoir,0.000140017,Esparragoza,0.000139
Valverde,0.000145,Hermina,0.000041,Olano,0.000118,,,Palavicini,0.00004,Jax,0.000164,Cedillos,0.000057,,,Tristan,0.00012,Zarpate,0.00007,Pagano,0.00012,Calamani,0.00016,Bermudez,0.000122,Mira,0.000178,Arriaga,0.00021,,,Garrido,0.0002,Rodao,0.000140017,Ladera,0.000139
Barreto,0.000145,Hornedo,0.000041,Soca,0.000117,,,Carbonero,0.00004,Ajcal,0.000164,Lambert,0.000057,,,Staff,0.00012,Dias,0.00007,Bareiro,0.00012,Villarpando,0.00016,Honores,0.000122,Mendieta,0.000178,Bosquez,0.00021,,,Coila,0.0002,Sandoval,0.000140017,Valor,0.000138
Vizcarra,0.000145,Pico,0.000041,Riera,0.000116,,,Farrier,0.00004,Requena,0.000164,Benavidez,0.000057,,,Santizo,0.00012,Quiteo,0.00007,Naranjo,0.00012,Parraga,0.00016,Viera,0.000122,Alvear,0.000178,Noriega,0.00021,,,del Carpio,0.0002,Urioste,0.000140017,Villasana,0.000137
Villavicencio,0.000145,Serra,0.000041,Cuadrado,0.000116,,,Oquendo,0.00004,Asturias,0.000164,Maga,0.000057,,,Gongora,0.00012,Comayagua,0.00007,Miguez,0.00012,Gandarillas,0.00016,Jopia,0.000122,Aranda,0.000177,Roca,0.000209,,,Cahuaza,0.0002,Lavega,0.000139723,Esteves,0.000136
Cayetano,0.000144,Villarmarzo,0.00004,Acea,0.000116,,,Orocu,0.00004,Cinto,0.000164,Rogel,0.000057,,,Naranjo,0.00012,Caishpal,0.00007,Testa,0.00012,Condori Mamani,0.00016,Jaime,0.000121,Avilez,0.000175,Anzules,0.000209,,,Manihuari,0.0002,Vespa,0.000139723,Ontiveros,0.000135
Arizmendi,0.000144,Nunez,0.00004,Leonard,0.000116,,,Soza,0.00004,Villanueva,0.000164,Machuca,0.000057,,,Becker,0.00012,Paulino,0.00007,Velasco,0.00012,Mamani Condori,0.00016,Roca,0.000121,Avellaneda,0.000175,Catota,0.000208,,,Aragon,0.0002,Bertinat,0.000139431,Olmos,0.000135
Casanova,0.000144,Bellaflores,0.000039,Cardentey,0.000115,,,Obaldia,0.00004,Car,0.000164,Ambrocio,0.000057,,,Castroverde,0.00012,Bonito,0.00007,Moretti,0.00012,Osco,0.00016,Umana,0.000121,Guarnizo,0.000175,Quishpi,0.000208,,,Puente,0.0002,Jauregui,0.00013914,Rattia,0.000134
Sebastian,0.000144,Vital,0.000039,Garbey,0.000115,,,Reina,0.00004,Chic,0.000163,Grijalva,0.000056,,,Nino,0.00012,Reyna,0.00007,Lazo,0.00012,Barrero,0.00016,Atenas,0.00012,Yara,0.000174,Ruano,0.000208,,,Inocente,0.0002,Laureiro,0.00013914,Vieira,0.000134
Briceno,0.000144,Catala,0.000039,Aranda,0.000115,,,Roda,0.00004,Siquic,0.000163,Bonifacio,0.000056,,,McKenzie,0.00012,Parras,0.00007,Villaverde,0.00012,Quevedo,0.00016,Loaiza,0.000119,Zamudio,0.000174,Nevarez,0.000207,,,Pantoja,0.0002,Arenas,0.000138562,Puente,0.000134
Zermeno,0.000143,Cuebas,0.000039,Bauza,0.000115,,,Borges,0.00004,Hub,0.000162,Ham,0.000056,,,Hill,0.00012,Sevillano,0.00007,Llanes,0.00012,Yave,0.00016,Canio,0.000119,Olmos,0.000173,Bazan,0.000207,,,Lucas,0.0002,Martinelli,0.000138562,Urrieta,0.000134
Garcia,0.000143,Durand,0.000039,Ceballo,0.000115,,,Robert,0.00004,Gamez,0.000162,Trapp,0.000056,,,Canate,0.00012,Consuegra,0.00007,Infante,0.00012,Cabero,0.00016,Farina,0.000118,Chala,0.000173,Argudo,0.000206,,,Leandro,0.0002,Pagani,0.000138562,Mundarain,0.000133
Pelayo,0.000143,Lajara,0.000039,Aquino,0.000114,,,Matus,0.00004,Perdomo,0.00016,Sarabia,0.000056,,,Iguala,0.00012,Tula,0.00007,Torre,0.00012,Salamanca,0.00016,Trincado,0.000118,Graciano,0.000173,Pachay,0.000206,,,Gallo,0.0002,Telis,0.000138562,Solarte,0.000133
Uicab,0.000143,Marini,0.000039,Villegas,0.000114,,,Perera,0.00004,Gordillo,0.000159,Kattan,0.000055,,,Anguizola,0.00012,Efigenio,0.00007,Encinas,0.00012,Polo,0.00016,Rocco,0.000118,Olivares,0.000173,Villota,0.000206,,,Valladolid,0.0002,Miller,0.000138274,Mavares,0.000132
Ignacio,0.000143,Reveron,0.000039,Arredondo,0.000113,,,Cunningham,0.00004,Caballeros,0.000159,Woods,0.000055,,,Araujo,0.00012,Loarca,0.00007,Ontiveros,0.00012,Villalobos,0.00016,Nahuel,0.000118,Goez,0.000172,Defaz,0.000206,,,Lizarraga,0.0002,Testa,0.000137969,Pire,0.000132
Marmolejo,0.000143,Silvagnoli,0.000039,Iglesia,0.000113,,,Novo,0.00004,Capriel,0.000159,Antunes,0.000055,,,Lucas,0.00012,Berdugo,0.00007,Jaramillo,0.00012,Muiba,0.00016,Ocampo,0.000118,Lerma,0.000172,Muentes,0.000206,,,Acero,0.0002,Alba,0.0001374,Reveron,0.000132
Zenteno,0.000142,Brahan,0.000039,Galban,0.000113,,,Polanco,0.00004,Pilo,0.000159,Limas,0.000055,,,Vejarano,0.00012,Chilin,0.00007,Madrid,0.00012,Huaranca,0.00016,del Canto,0.000118,Florian,0.000172,Icaza,0.000206,,,Suclupe,0.0002,Modernell,0.0001374,Sandrea,0.000132
San Juan,0.000142,Newlin,0.000039,Ocana,0.000112,,,Prada,0.00004,Turcios,0.000159,Almazan,0.000055,,,Burke,0.00012,Zarco,0.00007,Jaimes,0.00012,Montalvan,0.00016,Salfate,0.000118,Joya,0.000172,Barrezueta,0.000206,,,Limachi,0.0002,Teixeira,0.0001374,Zabaleta,0.000132
Rafael,0.000142,Asencio,0.000039,Rocha,0.000112,,,Colomer,0.00004,Sil,0.000159,Merlos,0.000055,,,Gordillo,0.00012,Pinzon,0.00007,Cufre,0.00012,Sanga,0.00016,Antillanca,0.000117,Argumedo,0.000171,Cujilema,0.000205,,,Pelaez,0.0002,Baz,0.000136818,Soteldo,0.000131
Bobadilla,0.000142,Burgo,0.000039,Mazorra,0.000112,,,Spencer,0.00004,Sajbin,0.000158,Pino,0.000055,,,Sibala,0.00012,Escolero,0.00007,Davalos,0.00012,Yugar,0.00016,Amaro,0.000117,Lombana,0.00017,Encarnacion,0.000204,,,Leonardo,0.0002,Guarino,0.000136519,Cuenca,0.00013
Hernandez,0.000142,Obergh,0.000039,Escalante,0.000112,,,Murray,0.00004,Esquite,0.000158,Grande,0.000054,,,Visuetti,0.00012,Monchez,0.00007,Aybar,0.00012,Huarayo,0.00016,Cuellar,0.000116,Astudillo,0.00017,Pelaez,0.000204,,,Varas,0.0002,Puentes,0.000136519,Maneiro,0.00013
Pinto,0.000141,Vela,0.000039,Poey,0.000112,,,Roblero,0.00004,Panto,0.000158,Arguello,0.000054,,,Rodrguez,0.00012,Elena,0.00007,Cabana,0.00012,Bohorquez,0.00016,Sarabia,0.000116,Aviles,0.00017,Mogrovejo,0.000204,,,Tintaya,0.0002,Gasco,0.000136221,Roque,0.00013
Quijano,0.000141,Albino,0.000038,Silot,0.000111,,,Arroliga,0.00004,Saucedo,0.000158,Olvera,0.000054,,,Sinclair,0.00012,Mora,0.00007,Valdiviezo,0.00012,Marza,0.00016,Valdivieso,0.000116,Valle,0.000169,Baldeon,0.000204,,,Rufino,0.0002,Rolando,0.000136221,Cartaya,0.00013
Bazan,0.000141,Guadron,0.000038,Montalvan,0.000111,,,Batres,0.00004,Quintana,0.000157,Villacorta,0.000054,,,Corpas,0.00012,Manzanarez,0.00007,Monserrat,0.00012,Albino,0.00016,Lozano,0.000116,Saldana,0.000169,Cortes,0.000204,,,Farias,0.0002,Castano,0.000135648,Barco,0.00013
Arrieta,0.000141,Oller,0.000038,Cue,0.00011,,,Uriarte,0.00004,Cahuex,0.000156,Bush,0.000054,,,Murray,0.00012,Montecinos,0.00007,Toranzo,0.00012,Laruta,0.00016,Oliveros,0.000116,Quinayas,0.000169,Pachacama,0.000203,,,Justo,0.0002,Mila,0.000135648,Catari,0.00013
Valladares,0.000141,Torrales,0.000038,San Martin,0.00011,,,Grillo,0.00004,Cojon,0.000156,Nixon,0.000053,,,Simpson,0.00012,Moscoso,0.00007,Orlando,0.00012,Arcienega,0.00016,Azua,0.000115,Crespo,0.000169,Trejo,0.000203,,,Oyola,0.0002,Modernel,0.000135648,Leiva,0.00013
