Mexican,%,PuertoRican,%,Cuban,%,Dominican,%,Costa Rican,%,Guatemalan,%,Honduran,%,Nicaraguan,%,Panamanian,%,Salvadoran,%, Argentinean,%,Bolivian,%,Chilean,%,Colombian,%,Ecuadorian,%,Paraguayan,%,Peruvian,%,Uruguayan,%,Venezuelan,%
Benjamin,0.001073,Esther,0.0008375,Ismael,0.00128,Aida,0.000848,Grace,0.00118,Concepcion,0.001164,Fany,0.0009588,Humberto,0.00109,Ramiro,0.00097,Orlando,0.00096,Agustin,0.00115,Hector,0.00137,Clara,0.0011614,Ernesto,0.000871,Tatiana,0.00109,Rodolfo,0.0012739,Judith,0.00108,Ramona,0.0010288,Adrian,0.000867
Consuelo,0.001071,Zaida,0.0008368,Mirta,0.00127,Dario,0.000848,Lorena,0.00118,Gabriel,0.00116,Dennis,0.0009579,Leonardo,0.00109,Anibal,0.00097,Rina,0.00096,Victoria,0.00115,Mauricio,0.00137,Iris,0.0011574,Wilmer,0.00087,Jefferson,0.00108,Fidelina,0.0012674,Christian,0.00108,Celia,0.0010204,Ines,0.000864
Joaquin,0.00107,Reynaldo,0.0008354,Regla,0.00126,Esperanza,0.000847,Yolanda,0.00118,Javier,0.001159,Alfredo,0.000947,Raul,0.00109,Lisbeth,0.00096,Nancy,0.00095,Zulema,0.00115,Graciela,0.00137,Domingo,0.0011299,Marlene,0.000861,Ordo,0.00108,Christian,0.0012547,Laura,0.00108,Rita,0.0010183,Elio,0.000855
Rosalba,0.001063,Andy,0.0008271,Iliana,0.00126,Ysabel,0.000844,Veronica,0.00118,Monica,0.001157,Salvador,0.0009425,Daysi,0.00108,Mayra,0.00096,Daysi,0.00095,Felipe,0.00113,Maximo,0.00136,Richard,0.0011186,Nora,0.000858,Iza,0.00108,Feliciano,0.0012516,Joel,0.00108,Edison,0.0010163,Karla,0.000855
Noe,0.001053,Heriberto,0.000819,Julian,0.00126,Anny,0.000842,Alba,0.00116,Felipa,0.001155,Allan,0.0009398,Alfredo,0.00108,Kathia,0.00096,Ingrid,0.00094,Nelly,0.00113,Esther,0.00135,Ariel,0.001105,Walter,0.000848,Emma,0.00107,Marcelina,0.0012469,Gerardo,0.00108,Ines,0.0009804,Frank,0.000854
Alvaro,0.001049,Brendalis,0.000817,Evelio,0.00126,Felicia,0.00084,Melvin,0.00116,Enma,0.001148,Luisa,0.0009372,Angelica,0.00106,Gabriela,0.00096,Willian,0.00094,Leandro,0.00113,Diego,0.00135,Alfonso,0.0010638,Joaquin,0.00084,Johnny,0.00107,Veronica,0.0012453,Arturo,0.00107,Elba,0.0009766,Williams,0.000847
Santos,0.001047,Ada,0.0008078,Yamile,0.00125,Minerva,0.000826,Lilliana,0.00116,Marina,0.00114,Rolando,0.0009116,Bismarck,0.00106,Argelis,0.00094,Ismael,0.00093,Ester,0.00111,Agustin,0.00135,Vanessa,0.0010449,Saul,0.000809,Shirley,0.00107,Cecilia,0.0012438,Mauro,0.00107,Sofia,0.0009756,Virginia,0.000844
Elvia,0.001047,Kenneth,0.0007862,Ines,0.00123,Susana,0.000826,Eliecer,0.00115,Adolfo,0.001131,Maura,0.0009009,Isidro,0.00105,Delia,0.00094,Nora,0.00093,Dominga,0.00109,Milton,0.00133,Magdalena,0.0010256,Gilma,0.000805,Danny,0.00106,Cinthia,0.0012392,Mariano,0.00106,Joaquin,0.0009497,Claudia,0.000824
Mauricio,0.001044,Evangeline,0.0007843,Heriberto,0.00123,Marcia,0.000822,Mariana,0.00115,Eva,0.00113,Alicia,0.0008977,Alejandra,0.00104,Yariela,0.00094,Armando,0.00092,Tomas,0.00108,Samuel,0.00132,Rolando,0.0010163,Esther,0.000803,Marlene,0.00105,Miguela,0.0012376,Leoncio,0.00106,Dora,0.0009268,Arelis,0.000822
Jessica,0.001044,Flor,0.0007651,Manuela,0.00122,Ivan,0.000817,Daisy,0.00113,Glenda,0.00112,Cruz,0.0008937,Francis,0.00104,Dayra,0.00094,Transito,0.00091,Maria,0.00107,Efrain,0.00132,Solange,0.001007,Arnulfo,0.000797,Qui,0.00105,Nelida,0.0012346,Wilson,0.00105,Osvaldo,0.0009259,Yesenia,0.000814
Martina,0.001031,Nidya,0.0007576,Consuelo,0.0012,Kelvin,0.000817,Eric,0.00113,Rony,0.001116,Adan,0.0008897,Mirna,0.00104,Anel,0.00093,Martin,0.0009,Abel,0.00105,Alex,0.00131,Nora,0.001005,Elvira,0.000786,Guido,0.00104,Rosalina,0.001233,Emilio,0.00105,Marisa,0.0009234,Norma,0.000809
Benito,0.001027,Ivonne,0.0007519,Eddy,0.0012,Fatima,0.000804,Irene,0.00111,Alejandra,0.001105,Efrain,0.0008897,Socorro,0.00103,Dalys,0.00093,Esperanza,0.00088,Zulma,0.00105,Marcelina,0.0013,Cristobal,0.0009911,Nicolas,0.000779,Glenda,0.00104,Aida,0.0012315,Eva,0.00105,Mercedes,0.0009124,Esther,0.000803
Mercedes,0.001027,Veronica,0.0007508,Marlenis,0.00117,Luciano,0.000804,Susana,0.00111,Federico,0.001101,Catalina,0.0008889,Ada,0.00101,Virgilio,0.00093,Candida,0.00088,Virginia,0.00104,Guido,0.0013,Johanna,0.0009872,Willian,0.000778,Paul,0.00104,Gregoria,0.001224,Lorenzo,0.00104,Victoria,0.0009074,Rodolfo,0.000803
Marina,0.001012,Anibal,0.0007358,Catalina,0.00116,Aura,0.000802,Jean,0.0011,Gaspar,0.001098,Gregorio,0.000878,Tomasa,0.001,Osvaldo,0.00093,Elias,0.00088,Fabiana,0.00102,Tomas,0.00127,Bernardita,0.0009862,Adolfo,0.000775,Humberto,0.00103,Walter,0.0012151,Rodolfo,0.00102,Emilio,0.0008913,Magaly,0.000801
Christian,0.001003,Ernesto,0.0007315,Nereida,0.00116,Gilberto,0.000788,Vera,0.00109,Amalia,0.001094,Ever,0.0008726,Vicente,0.00099,Emilio,0.00093,Adan,0.00088,Gregorio,0.00102,Irene,0.00125,Liliana,0.0009852,Yenny,0.000775,Digna,0.00103,Rodrigo,0.0012121,Luzmila,0.00102,Luz,0.000885,Alirio,0.000799
Fidel,0.001001,Martha,0.0007294,Yamila,0.00115,Edgar,0.000787,Karina,0.00109,Humberto,0.001094,Hernan,0.0008688,Wilber,0.00097,Cristian,0.00093,Zulma,0.00087,Luciano,0.00099,Arminda,0.00124,Karla,0.0009833,Ismael,0.000774,Mariuxi,0.00102,Dionicio,0.0012048,Noemi,0.00102,Elisa,0.000885,Paula,0.000797
Gonzalo,0.000988,Marilyn,0.0007289,Zoila,0.00115,John,0.000783,Mercedes,0.00109,Reina,0.001083,Gerson,0.0008666,Diana,0.00097,Liliana,0.00092,Celia,0.00087,Gladis,0.00099,Raquel,0.00124,Sylvia,0.0009699,Aida,0.000764,Fatima,0.00101,Ninfa,0.0011976,Emilia,0.00102,Valentina,0.0008749,Anibal,0.000796
Julian,0.000986,Geraldo,0.0007241,Damaris,0.00114,Silvia,0.000782,Vanessa,0.00108,Gregoria,0.001079,Elena,0.0008621,Ileana,0.00096,Omaira,0.00092,Tomasa,0.00086,Segundo,0.00098,Catalina,0.00124,Emilio,0.0009569,Leonel,0.000761,Fredy,0.00101,Pabla,0.0011947,Flora,0.00101,Rosario,0.0008673,Junior,0.000793
Adela,0.000981,Justo,0.0007117,Alfonso,0.00114,Cecilia,0.000775,Rita,0.00108,Estela,0.001073,Alejandrina,0.0008621,Tomas,0.00096,Milagros,0.00092,Leticia,0.00085,Aida,0.00097,Esperanza,0.00123,Loreto,0.0009533,Camilo,0.000761,Mariela,0.001,Teodora,0.0011947,Betty,0.00101,Sylvia,0.0008658,Edwin,0.000792
Elsa,0.000972,Giselle,0.0007107,Mayda,0.00112,Sandy,0.000773,Mariela,0.00108,Abelino,0.001058,Petrona,0.0008584,Virginia,0.00096,Elvis,0.00092,Angelica,0.00085,Irene,0.00097,Sabina,0.00122,Moises,0.0009425,Lucia,0.00075,Rita,0.001,Elisa,0.0011848,Efrain,0.00099,Jessica,0.0008628,Patricia,0.000792
Rigoberto,0.000957,Orlando,0.0007067,Adolfo,0.00112,Zoila,0.000767,Gilbert,0.00107,Gonzalo,0.001058,Dominga,0.0008569,Jamileth,0.00096,Rita,0.00092,Raquel,0.00085,Adela,0.00096,Maritza,0.00122,Ivonne,0.000939,Mirian,0.00075,Victoria,0.001,Rossana,0.0011848,Elva,0.00099,Romina,0.0008591,Dilia,0.00079
Olivia,0.000952,Jenny,0.0007057,Osmany,0.00111,Virginia,0.000764,Jimmy,0.00106,Angelina,0.001054,Cristian,0.0008569,Alicia,0.00096,Julian,0.0009,Rolando,0.00084,Rolando,0.00095,Tito,0.00122,Ester,0.0009294,Ever,0.000743,Piedad,0.00097,Bernarda,0.001182,Freddy,0.00099,Domingo,0.0008382,Raquel,0.000789
Domingo,0.000951,Michelle,0.0006901,Concepcion,0.00111,Joseph,0.000762,Yendry,0.00104,Iris,0.001052,Maira,0.0008569,Eva,0.00096,Irma,0.0009,Virginia,0.00084,Elizabeth,0.00095,Gerardo,0.00122,Bernarda,0.0009294,Gildardo,0.000741,Mauricio,0.00096,Porfirio,0.0011806,Reyna,0.00099,Marina,0.0008354,Marina,0.000787
Amalia,0.000944,Josefina,0.000678,Gregorio,0.0011,del Rosario,0.000762,Rocio,0.00104,Oscar,0.001048,Fausto,0.0008547,Ligia,0.00095,Abraham,0.0009,Estela,0.00084,Gaston,0.00095,Pamela,0.00122,Elisa,0.0009107,Jair,0.000732,Arturo,0.00095,Nilsa,0.0011723,Gustavo,0.00099,Leandro,0.0008183,Monica,0.000786
Efrain,0.000943,Reinaldo,0.0006689,Susana,0.00109,Martina,0.000761,Paula,0.00104,Paulina,0.001046,Merlin,0.0008518,Irma,0.00095,Julissa,0.0009,Consuelo,0.00084,Rene,0.00093,Jenny,0.00122,Elias,0.0009083,Ofelia,0.00073,Esther,0.00094,Justina,0.0011628,Martina,0.00098,Felix,0.000815,Aida,0.000784
Griselda,0.000938,Nelly,0.0006627,Rebeca,0.00109,Junior,0.000755,Hernan,0.00103,Luz,0.00103,Elias,0.0008403,Nora,0.00093,Yesenia,0.00089,Gustavo,0.00084,Emilia,0.00093,Guadalupe,0.00122,Sofia,0.0009066,Eliecer,0.000728,Vanessa,0.00092,Gabriela,0.0011534,Abel,0.00098,Hebert,0.0008097,Jessica,0.00078
Clara,0.000936,Nestor,0.0006618,Delia,0.00109,Esteban,0.000753,Mayela,0.00102,Matilde,0.001028,Edgardo,0.0008319,Kevin,0.00092,Leonel,0.00089,Candelaria,0.00083,Nelson,0.00093,Filomena,0.00121,Irene,0.000905,Benjamin,0.000724,Cristobal,0.00092,Virgilio,0.0011468,Lucy,0.00098,Aldo,0.0007981,Marisela,0.000777
Emma,0.000913,Gabriel,0.0006592,Berta,0.00109,Norma,0.000749,Ronny,0.00102,Jacinto,0.001025,Angelica,0.000823,Adela,0.00092,Susana,0.00088,Ronald,0.00083,Maximiliano,0.00092,Emiliana,0.00121,Mariana,0.0009009,Irma,0.000723,Ximena,0.00092,Celsa,0.0011377,Alexander,0.00097,Felipe,0.0007955,Roger,0.000768
Luisa,0.000903,Janisse,0.0006592,Dora,0.00108,Reynaldo,0.000745,Jeffry,0.00102,Mercedes,0.001022,Ismael,0.000821,Patricia,0.00092,Ines,0.00088,Natividad,0.00082,Rosario,0.0009,Amalia,0.00121,Lilian,0.0009001,Ruby,0.000722,Graciela,0.0009,Marciano,0.0011351,Domingo,0.00096,Mathias,0.0007905,Emilio,0.000767
Margarito,0.0009,Uriel,0.0006588,Silvio,0.00108,Julissa,0.000743,Jaime,0.00101,Joel,0.00102,Rodolfo,0.000819,Marisol,0.00092,Evelyn,0.00088,Petrona,0.00082,Josefina,0.0009,Rosalia,0.0012,Valeska,0.0008703,Arturo,0.000714,Jacqueline,0.0009,Maximo,0.0011261,Ines,0.00096,Ema,0.0007893,Elba,0.000763
Flor,0.00089,Eliot,0.0006579,Moraima,0.00107,Monica,0.000743,Olger,0.00101,Cecilia,0.001009,Maribel,0.0008157,Elsa,0.00092,Ezequiel,0.00088,Alex,0.00082,Edith,0.00088,Benita,0.00118,Marina,0.000854,Judith,0.000713,Jairo,0.00089,Angelina,0.0011249,Irene,0.00096,Selva,0.0007831,Ruth,0.000762
Adolfo,0.000887,Victor,0.0006579,Bernardo,0.00107,Reyna,0.000742,Jason,0.00101,Selvin,0.001008,Nelly,0.000815,Ivan,0.0009,Marco,0.00088,Cristian,0.00081,Matilde,0.00088,Edith,0.00118,Eva,0.0008403,Cruz,0.000708,Vilma,0.00088,Elvira,0.0011249,Liz,0.00096,Alcides,0.0007794,Betty,0.000754
Agustina,0.000882,Isabel,0.0006562,Elvira,0.00107,Eugenio,0.000736,Anthony,0.00101,Rodrigo,0.001,Delia,0.0008117,Nicolas,0.0009,Zuleika,0.00088,Marlon,0.0008,Noelia,0.00087,Grover,0.00117,Eugenia,0.0008396,Abel,0.000689,Rene,0.00088,Angelica,0.0011223,Ivan,0.00095,Ismael,0.0007776,Johanna,0.00075
Federico,0.00088,Santiago,0.0006549,Paula,0.00106,Jennifer,0.000734,Cristina,0.001,Amilcar,0.000989,Agustin,0.000811,Hilda,0.0009,Reynaldo,0.00087,Gladys,0.0008,Petrona,0.00086,Ignacio,0.00117,Danilo,0.0008375,Mery,0.000688,Carolina,0.00087,Dionisio,0.0011211,Dominga,0.00095,Elvira,0.0007593,Yolimar,0.000741
Cruz,0.000876,Victoria,0.0006536,Emilia,0.00106,Patricia,0.000731,Raul,0.001,Noe,0.000985,Leonel,0.0008104,Danilo,0.0009,Leticia,0.00087,Griselda,0.00079,Mirtha,0.00085,Mirtha,0.00115,Marianela,0.0008347,Norma,0.000684,Leonor,0.00087,Arsenio,0.0011186,Raquel,0.00095,Adolfo,0.0007508,Graciela,0.000741
Marcelino,0.00087,Sergio,0.0006515,Dagoberto,0.00104,Concepcion,0.00073,Andrey,0.00099,Victoriano,0.000982,Tania,0.0008071,Mariela,0.00089,Hilda,0.00087,Ines,0.00078,Salvador,0.00084,Moises,0.00114,Tomas,0.0008333,Wilmar,0.000683,Claudia,0.00087,Sebastian,0.0011173,Leonardo,0.00095,Alexis,0.0007402,Moises,0.000726
Angelina,0.00087,Lilliam,0.0006443,Vilma,0.00102,Porfirio,0.000725,Danilo,0.00099,Herlinda,0.000968,Gilberto,0.0008058,Gregorio,0.00088,Celia,0.00087,Jacqueline,0.00078,Elva,0.00084,Karina,0.00114,Ema,0.0008326,Octavio,0.000682,Nu,0.00087,Fabio,0.0011161,Elvira,0.00094,Luciana,0.0007342,Veronica,0.000722
Emilio,0.000864,Vivian,0.0006427,Amparo,0.00101,Yesenia,0.000722,Ivan,0.00098,Moises,0.000967,Martina,0.0008,Darwin,0.00088,Vilma,0.00086,Edgardo,0.00078,Aurora,0.00083,Ximena,0.0011,Eugenio,0.0008278,Yamile,0.00068,Simon,0.00086,Viviana,0.0011123,Esperanza,0.00094,Nora,0.0007337,Samuel,0.000711
Rebeca,0.000859,Elia,0.000639,Norberto,0.00101,Elvis,0.00072,Gloria,0.00098,Ramon,0.000964,Emilio,0.0007943,Catalina,0.00087,Elida,0.00085,Benjamin,0.00078,Vilma,0.00083,Liliana,0.0011,Mirta,0.0008258,Cristian,0.000678,Lilia,0.00086,Fermin,0.0011038,Eugenia,0.00093,Santa,0.0007037,Elsa,0.00071
German,0.000859,Rene,0.000639,Magaly,0.00101,Rolando,0.000719,Guiselle,0.00097,Elias,0.00096,Ernesto,0.00078,Jimmy,0.00087,Blanca,0.00085,Alberto,0.00076,Leonor,0.00082,Josefina,0.0011,Maribel,0.0008203,Lucy,0.000678,Gerardo,0.00086,Adriana,0.0011038,Eusebio,0.00093,Freddy,0.0007027,Belkys,0.000709
Imelda,0.000854,Oscar,0.0006325,Salvador,0.001,Celeste,0.000716,Claudio,0.00097,Martina,0.000955,Rita,0.0007722,Aracely,0.00086,Bolivar,0.00085,Clara,0.00075,Luciana,0.00082,Arturo,0.00109,Aida,0.000817,Josefina,0.000671,Jhonny,0.00085,Natividad,0.0010811,Marisol,0.00093,Edgar,0.0007003,Maira,0.000709
Micaela,0.000847,Nidia,0.0006297,Noemi,0.001,Rodolfo,0.000711,Ileana,0.00096,Amanda,0.000952,Mauricio,0.0007692,Jenny,0.00086,Olmedo,0.00085,Sofia,0.00075,Lorenzo,0.00081,Teofilo,0.00109,Martin,0.0008123,Betty,0.000671,Alvaro,0.00084,Ismael,0.0010787,Fidel,0.00093,Darwin,0.0006969,Karen,0.000707
Adan,0.000838,Cinthia,0.0006219,Michel,0.001,Virgilio,0.000709,Douglas,0.00096,Nelson,0.000951,Virginia,0.0007651,Yamileth,0.00086,Josue,0.00084,Felicita,0.00074,Dolores,0.0008,Florencio,0.00109,Jennifer,0.0008039,Dagoberto,0.000666,Paulina,0.00084,Rolando,0.0010672,Consuelo,0.00091,Diana,0.000693,Alida,0.000704
Leonor,0.000825,Thomas,0.00062,Alcides,0.001,Fabio,0.000705,Iris,0.00093,Alex,0.000949,Nicolas,0.0007634,Jessenia,0.00086,Federico,0.00084,Abel,0.00073,Christian,0.00079,Adrian,0.00108,Benjamin,0.0007911,Marcos,0.000666,Eva,0.00083,Natalia,0.0010627,Petronila,0.00091,Irene,0.0006916,Alexandra,0.000703
Perla,0.000824,Waleska,0.0006161,Tamara,0.00097,Mildred,0.0007,Dennis,0.00091,Lesbia,0.000943,Daysi,0.0007628,Johanna,0.00086,Joaquin,0.00083,Aracely,0.00073,Gisela,0.00079,Dionicio,0.00108,Edgardo,0.0007813,Elena,0.000665,Daniela,0.00083,Vicenta,0.0010616,Haydee,0.0009,Zully,0.0006835,Rita,0.000702
Octavio,0.000824,Linnette,0.0006116,Amado,0.00097,Doris,0.000699,Ericka,0.0009,Agustina,0.000937,Fanny,0.0007599,Edgar,0.00085,Kevin,0.00082,Josefa,0.00072,Silvio,0.00078,Carmelo,0.00108,Nataly,0.0007806,Matilde,0.000664,Felipe,0.00083,Librada,0.0010604,Nelida,0.00089,Jacqueline,0.0006817,Yaritza,0.000701
Bernardo,0.000822,Alexandra,0.0005967,Daisy,0.00097,Joan,0.000694,Denis,0.0009,Isaias,0.000936,Gabriel,0.0007587,Samuel,0.00085,Irving,0.00082,Domingo,0.00072,Emma,0.00078,Lucy,0.00107,Violeta,0.0007782,Alexandra,0.000662,Dora,0.00082,Fermina,0.0010582,Oswaldo,0.00089,Arturo,0.0006729,Antonia,0.000698
Paulina,0.000821,Addiel,0.0005959,Maira,0.00097,Elias,0.000682,Lucia,0.0009,Anibal,0.000925,Isidro,0.0007587,Yesenia,0.00084,Marina,0.00082,Leonor,0.00071,Magdalena,0.00078,Teodoro,0.00106,Armando,0.0007776,Ingrid,0.000658,Carla,0.00082,Silvina,0.0010504,Hermelinda,0.00087,Marianela,0.0006707,Jennifer,0.000696
Ramona,0.000814,Maribet,0.0005959,Magdalena,0.00097,Melvin,0.00068,Alexandra,0.0009,Dolores,0.000923,Aida,0.0007541,Rigoberto,0.00083,Lucia,0.00082,Diana,0.0007,Arturo,0.00076,Fidel,0.00104,Doris,0.0007716,Israel,0.00065,Reina,0.00082,Amado,0.0010482,John,0.00087,Mariadelcarm,0.0006676,Elias,0.000693
Erick,0.000812,Ingrid,0.0005824,Sandra,0.00096,Modesto,0.000679,Marisol,0.0009,Adela,0.000921,Tomasa,0.0007524,Dolores,0.00082,Dario,0.00082,Maira,0.0007,Rodrigo,0.00076,Judith,0.00103,Joaquin,0.0007692,Santiago,0.000639,Orlando,0.00082,Noelia,0.0010482,Cirilo,0.00086,Waldemar,0.0006667,Willian,0.000682
Minerva,0.000811,Richard,0.0005804,Eneida,0.00096,Marie,0.000678,Hellen,0.00089,Thelma,0.000905,Mariana,0.0007496,Adolfo,0.00082,Lorenzo,0.00081,Gabriel,0.0007,Cintia,0.00076,Rocio,0.00103,Guillermina,0.0007593,Anibal,0.000636,Wendy,0.00081,Candido,0.0010406,Eugenio,0.00086,Brenda,0.0006601,Leidy,0.000682
Jonathan,0.000806,Petra,0.0005744,Nilda,0.00096,Daysi,0.000675,Priscilla,0.00089,Ofelia,0.000902,Olman,0.0007485,Eliezer,0.00082,Roger,0.00081,Alfonso,0.00069,Carla,0.00074,Ramon,0.00102,Virginia,0.0007536,Carmenza,0.000635,Tito,0.00081,German,0.0010363,Elvis,0.00086,Eliana,0.0006588,Cristina,0.000673
Tomasa,0.000801,Rocio,0.0005737,Haydee,0.00095,Elba,0.000671,Alfonso,0.00089,Olivia,0.000898,Justo,0.0007342,Jonathan,0.00082,Yaneth,0.00081,Nestor,0.00069,Mauro,0.00072,Gualberto,0.00102,Mireya,0.000744,Berta,0.000629,Enma,0.00081,David,0.0010352,Demetrio,0.00084,Nery,0.0006575,Noris,0.000668
Elias,0.000799,Sharol,0.0005659,Ada,0.00095,Mariano,0.000669,Danny,0.00089,Vicenta,0.000898,Cristobal,0.0007331,Josue,0.00081,Israel,0.00081,Andrea,0.00068,Dante,0.00071,Hilarion,0.00102,Jesus,0.0007435,Alcira,0.000625,Omar,0.00081,Mariana,0.0010299,Edilberto,0.00084,Maria,0.0006527,Gisela,0.000667
Ines,0.000793,Alma,0.0005609,Marlen,0.00095,Digna,0.000668,Fabio,0.00086,Florinda,0.000898,Patricia,0.0007262,Elmer,0.0008,Maximo,0.0008,Luisa,0.00068,Flavia,0.00071,Jimena,0.00101,Vicente,0.0007321,Janeth,0.000625,Geovanny,0.0008,Cristino,0.0010288,Claudio,0.00084,Orlando,0.0006456,Victoria,0.000663
Aurelio,0.000792,Mildred,0.0005565,Estela,0.00095,Kenia,0.000664,Teresita,0.00086,Joaquin,0.00089,Alberto,0.0007199,Aurora,0.0008,Aurelio,0.0008,Maribel,0.00067,Bernardo,0.0007,Abel,0.00101,Magaly,0.0007283,Edison,0.000623,Lenin,0.00079,Victorina,0.0010204,Mariela,0.00083,Roque,0.0006452,Sara,0.000661
Esmeralda,0.000786,Marie,0.0005525,Iris,0.00094,Patria,0.000664,Mireya,0.00085,Ismael,0.000885,Edith,0.0007199,Gabriel,0.0008,Denis,0.0008,Emma,0.00067,Ivana,0.0007,Santusa,0.00101,Leonel,0.0007273,Astrid,0.000622,Dario,0.00079,Rocio,0.0010204,Aurelio,0.00083,Milka,0.0006443,Milagro,0.000661
Heriberto,0.000784,Teresita,0.0005482,Arsenio,0.00094,Cesar,0.000663,Marilyn,0.00085,Marlon,0.000882,Nely,0.0007184,Felipa,0.00079,Michael,0.00079,Agustin,0.00066,Gonzalo,0.0007,Franklin,0.00101,Michael,0.0007267,Francia,0.00062,Tomas,0.00078,Fredy,0.0010142,Justo,0.00083,Damian,0.000639,Arturo,0.000655
Josue,0.000783,Yadira,0.0005476,Ramiro,0.00094,Fior,0.000663,Dora,0.00085,Virginia,0.000879,Yeny,0.0007184,Celia,0.00079,Emilia,0.00079,Amilcar,0.00066,Rogelio,0.0007,Petrona,0.00099,Pilar,0.0007257,Aurora,0.000619,Armando,0.00077,Asuncion,0.0010132,Marlene,0.00082,Flavia,0.000627,Alejandra,0.000654
Genaro,0.000777,Johanna,0.000545,Mayelin,0.00094,Matilde,0.00066,Emilce,0.00084,Maynor,0.000874,Evelyn,0.0007138,Cristian,0.00079,Dominga,0.00079,Elizabeth,0.00066,Felisa,0.00069,Magdalena,0.00099,Adolfo,0.0007257,Cristina,0.000618,Jennifer,0.00077,Herminio,0.0010081,Karen,0.00082,Leonel,0.0006254,Yessica,0.000642
Matilde,0.000765,Ramona,0.0005414,Eugenia,0.00093,Leonidas,0.000659,Seidy,0.00084,Genaro,0.000869,Yessica,0.0007123,Alfonso,0.00078,Gisela,0.00078,Franklin,0.00065,Sofia,0.00069,Erika,0.00099,Georgina,0.0007246,Denis,0.000618,Bella,0.00076,Martina,0.001005,Aurelia,0.00082,Adan,0.0006215,Zaida,0.000641
Yesenia,0.000763,Karla,0.0005345,Cesar,0.00092,Damaris,0.000656,Santos,0.00084,Melvin,0.000867,Mariano,0.0007123,Agustin,0.00078,Paula,0.00078,Karina,0.00065,Mirian,0.00069,Zenon,0.00099,Carol,0.000722,Alonso,0.000617,Yadira,0.00075,Emilia,0.001001,Amelia,0.00082,David,0.0006215,Cecilia,0.00064
Rita,0.000759,Dianilda,0.0005336,Dalia,0.00092,Lissette,0.000656,Johan,0.00084,Estuardo,0.000864,Adela,0.0007123,Melba,0.00078,Adolfo,0.00078,Leonel,0.00065,Julian,0.00069,Noemi,0.00099,Catherine,0.0007128,Misael,0.000611,Celia,0.00075,Nimia,0.000998,Estela,0.00082,Clara,0.0006192,Barbara,0.000634
Georgina,0.000753,Ileana,0.0005328,Yamilet,0.00091,Adalgisa,0.000656,Floribeth,0.00084,Carmelina,0.000842,Josefa,0.0007082,Rita,0.00078,Rene,0.00078,Beatriz,0.00065,Eugenio,0.00069,Basilia,0.00098,Aurora,0.0007087,Rigoberto,0.000611,Irene,0.00074,Concepcion,0.000997,Alejandra,0.00081,Camila,0.0006158,Deisy,0.000633
Felipa,0.000743,Frankie,0.0005269,Elia,0.0009,Alfonso,0.000656,Dayana,0.00084,Lorena,0.00084,Orlin,0.0007072,Laura,0.00077,Edilberto,0.00078,Rogelio,0.00065,Erica,0.00069,Carolina,0.00098,Wilson,0.0007022,Uriel,0.000607,Mery,0.00074,Benito,0.000995,Fortunato,0.0008,Emiliano,0.0006127,Eva,0.000631
Judith,0.000742,Janice,0.0005249,Deysi,0.0009,Vanessa,0.000655,Flory,0.00082,Claudia,0.000829,Cinthia,0.0007057,Efrain,0.00077,Guadalupe,0.00078,Graciela,0.00065,Florencia,0.00068,Martina,0.00098,Judith,0.0006949,Rosario,0.000599,Katty,0.00074,Pablino,0.000995,Marcial,0.0008,Dardo,0.000601,Raiza,0.00063
Josefa,0.000734,Aurelio,0.0005247,Reina,0.00089,Isidro,0.000651,Elena,0.00082,Abel,0.000819,Elida,0.0006983,Esmeralda,0.00077,Felicia,0.00077,Cristobal,0.00064,Yanina,0.00067,Paco,0.00098,Joel,0.000692,Nohora,0.000598,Guadalupe,0.00074,Bernardino,0.0009921,Omar,0.0008,Adela,0.000597,Dulce,0.000627
Candelaria,0.000732,Liza,0.0005216,Nidia,0.00087,Beatriz,0.000647,Fanny,0.00081,Fidel,0.000814,Reinaldo,0.0006983,Lorenzo,0.00077,Ovidio,0.00077,Esmeralda,0.00064,Berta,0.00067,Florencia,0.00098,Freddy,0.0006911,Tomas,0.000598,Ronald,0.00073,Diosnel,0.0009862,Matilde,0.0008,Doris,0.0005959,Lorena,0.000622
Marisela,0.000728,Jessica,0.0005189,Benito,0.00086,Fermin,0.000646,Cynthia,0.00081,Gabriela,0.000813,Leticia,0.0006974,Bernarda,0.00076,Yajaira,0.00077,Idalia,0.00063,Elda,0.00066,Justo,0.00097,Rocio,0.0006859,Francy,0.000595,Claudio,0.00073,Digna,0.0009833,Gilberto,0.0008,Renee,0.0005959,Leonel,0.000615
Amelia,0.000717,Lisandra,0.0005179,Modesto,0.00086,Amparo,0.000643,Alex,0.00081,Edvin,0.00081,Leonardo,0.0006959,Emilio,0.00076,Diomedes,0.00077,Enrique,0.00063,Ilda,0.00066,Shirley,0.00097,Marjorie,0.0006793,Johana,0.000594,Grace,0.00073,Eligio,0.0009814,Violeta,0.00079,Tomas,0.0005956,Yohana,0.000614
Rosalia,0.000716,Lorna,0.0005179,Nelida,0.00086,Elvin,0.000643,Claudia,0.00081,Victor,0.000805,Alejandra,0.0006935,Danelia,0.00076,Sebastian,0.00076,Julian,0.00063,Diana,0.00066,Agustina,0.00097,Boris,0.0006761,Miryam,0.000593,Stalin,0.00073,Lucila,0.0009785,Tomasa,0.00079,Carina,0.0005921,Zenaida,0.000614
