Mexican,%,PuertoRican,%,Cuban,%,Dominican,%,Costa Rican,%,Guatemalan,%,Honduran,%,Nicaraguan,%,Panamanian,%,Salvadoran,%, Argentinean,%,Bolivian,%,Chilean,%,Colombian,%,Ecuadorian,%,Paraguayan,%,Peruvian,%,Uruguayan,%,Venezuelan,%
Cirila,0.000244,Mariceli,0.0001634,Amada,0.00023,,,Marcelo,0.00028,Edelmira,0.000279,Juliana,0.0002935,Virgilio,0.00032,Itza,0.00039,Roman,0.0002,Benigno,0.00017,Bernabe,0.0004,Ninoska,0.0001961,Emperatriz,0.000234,Margoth,0.00024,Silveria,0.000387,Teodosia,0.00035,Nahir,0.0001888,Marilin,0.000277
Benigno,0.000241,Gilbert,0.0001631,Felicita,0.00023,,,Ivania,0.00028,Anabella,0.000276,Benito,0.0002926,Telma,0.00032,Cornelio,0.00038,Yancy,0.0002,Elbio,0.00017,Marianela,0.00039,Erasmo,0.000196,Antonia,0.000233,Ismael,0.00024,Lucina,0.0003865,Yenny,0.00035,Lia,0.0001876,Eugenia,0.000276
Lino,0.00024,Ramon,0.0001625,Flor,0.00023,,,Gilberth,0.00028,Sandy,0.000275,Otilia,0.0002918,Indira,0.00032,Teodoro,0.00038,Williams,0.0002,Ceferina,0.00017,Estefania,0.00039,Amada,0.0001955,Florinda,0.000233,Luzmila,0.00023,Deolinda,0.0003836,Ernestina,0.00035,Mauricio,0.0001876,Glenda,0.000276
Jose,0.000239,Ahmed,0.0001622,Cirilo,0.00023,,,Ramona,0.00028,Patricia,0.000275,Eliseo,0.0002917,Rufino,0.00032,Celina,0.00038,Lourdes,0.0002,Natalia,0.00017,Percy,0.00039,Elvis,0.0001955,Elda,0.000233,Amable,0.00023,Apolonia,0.0003802,Eddy,0.00035,Israel,0.0001867,Damaris,0.000276
Gudelia,0.000237,Felipe,0.0001622,Dionisio,0.00023,,,Wilfredo,0.00028,Abelardo,0.000275,Heriberto,0.0002912,Magdalena,0.00032,Evaristo,0.00038,Paulino,0.0002,Tito,0.00016,Ali,0.00039,Edgar,0.0001939,Xiomara,0.000231,Kelly,0.00023,Lina,0.0003779,Edson,0.00035,Eusebio,0.0001855,Yanet,0.000274
Carmelo,0.000233,Tanya,0.0001622,Lucrecia,0.00023,,,Andreina,0.00028,Milvia,0.000275,Rosalia,0.0002908,Linda,0.00032,Paola,0.00038,Linda,0.0002,Candida,0.00016,Adan,0.00039,Abigail,0.0001935,Jaqueline,0.00023,Ginger,0.00023,Eladia,0.0003764,Felicia,0.00035,Isidro,0.0001855,Francia,0.000274
Jacobo,0.000232,Angelica,0.000162,Milagro,0.00023,,,Fiorella,0.00028,Calixto,0.000274,Abraham,0.0002894,Cinthya,0.00032,Vidal,0.00038,Ligia,0.00019,Abelardo,0.00016,Bladimir,0.00038,Washington,0.0001931,Lourdes,0.00023,Libia,0.00023,Nora,0.0003762,Dalila,0.00034,Giovana,0.0001853,Geraldine,0.000274
Arcelia,0.000232,Alejandrina,0.0001617,Alcibiades,0.00022,,,Vinicio,0.00028,Jacinta,0.000274,Manuela,0.0002889,Grethel,0.00032,Herminio,0.00038,Mabel,0.00019,Ercilia,0.00016,Donato,0.00038,Lucinda,0.0001928,Edward,0.000229,Hipolito,0.00023,Hermenegildo,0.0003743,Jesusa,0.00034,Winston,0.0001847,Tulio,0.000274
Nidia,0.000232,Helen,0.0001617,Porfirio,0.00022,,,Anibal,0.00028,Karin,0.000274,Edil,0.0002883,Harvin,0.00032,Pastor,0.00038,Luciano,0.00019,Silverio,0.00016,Silveria,0.00038,Eloisa,0.0001914,Carmelo,0.000229,Camilo,0.00023,Mariza,0.0003729,Celinda,0.00034,Brian,0.0001835,Coromoto,0.000272
oscar,0.00023,Antonio,0.0001594,Aracelys,0.00022,,,Ramiro,0.00028,Ciriaco,0.000273,Nicolasa,0.0002883,Everth,0.00032,Teodolinda,0.00038,Yuri,0.00019,Claudia,0.00016,Primo,0.00038,Florencio,0.0001914,Olivia,0.000228,Rigoberto,0.00023,Damiana,0.0003711,Florinda,0.00034,Andres,0.0001809,Sixto,0.000271
Elba,0.00023,Rey,0.0001591,Ibis,0.00022,,,Yorlene,0.00028,Ivan,0.000273,Bety,0.0002881,Anastacio,0.00032,Viodelda,0.00037,Dennis,0.00019,Remigio,0.00016,Marleny,0.00038,Ivette,0.0001896,Marly,0.000227,Modesto,0.00023,Antolina,0.0003701,Roy,0.00034,Lucio,0.00018,Nereida,0.000269
Gaspar,0.00023,Ariel,0.000156,Elias,0.00022,,,Elvira,0.00028,Artemio,0.000272,Clara,0.0002879,Simona,0.00031,Astrid,0.00037,Victorina,0.00019,Octavio,0.00016,Amparo,0.00038,Federico,0.0001896,Adelina,0.000227,Esmeraldas,0.00022,Shirley,0.0003698,Mauricio,0.00034,Gregoria,0.0001797,Heriberto,0.000268
Camilo,0.00023,Danny,0.0001558,Freddy,0.00022,,,Eli,0.00028,Cesario,0.000272,Encarnacion,0.0002872,Magda,0.00031,Dalis,0.00037,Pastor,0.00019,Estanislao,0.00016,Jimmy,0.00038,Maricela,0.0001893,Yuri,0.000227,Edilma,0.00022,Hipolito,0.0003682,Magda,0.00034,Braulio,0.0001788,Consuelo,0.000268
Carlota,0.00023,Lisa,0.0001558,Rosalia,0.00022,,,Sindy,0.00027,Gricelda,0.000271,Vidal,0.0002872,Carmenza,0.00031,Corina,0.00037,Manuela,0.00019,Heriberto,0.00016,Leoncio,0.00038,Cristofer,0.0001884,Virgilio,0.000226,I,0.00022,Lida,0.0003676,Lucinda,0.00034,Roman,0.0001788,Jacinto,0.000268
Remedios,0.00023,Jackelyn,0.0001552,Isidoro,0.00022,,,Gaudy,0.00027,Claudio,0.000271,Hilario,0.0002852,Margarito,0.00031,Marcial,0.00037,Sebastiana,0.00019,Isidora,0.00016,Jhovana,0.00038,Yoselin,0.0001879,Ena,0.000225,Paulo,0.00022,Aureliano,0.000366,Virgilio,0.00034,Hortencia,0.000178,Benjamin,0.000267
Fortino,0.000229,Ignacio,0.0001543,Genaro,0.00022,,,Elba,0.00027,Nazario,0.00027,Lesli,0.0002847,Enma,0.00031,Pascual,0.00037,Esther,0.00019,Clarisa,0.00016,Genoveva,0.00037,Jairo,0.0001878,Aminta,0.000225,Sandro,0.00022,Simeon,0.0003656,Georgina,0.00034,Julieta,0.000178,Kevin,0.000266
Serafin,0.000229,Otto,0.0001543,Leonila,0.00022,,,Maribell,0.00027,Adelaida,0.00027,Narciso,0.0002846,Jarvin,0.00031,Celso,0.00037,Ermelinda,0.00019,Erminda,0.00016,Policarpio,0.00037,Ramona,0.0001874,Sebastian,0.000225,Teresita,0.00022,Rigoberto,0.0003642,Lorena,0.00034,Diver,0.0001774,Ivonne,0.000266
Yanet,0.000228,Adela,0.0001535,Yuri,0.00022,,,Verny,0.00027,Bernardino,0.000269,Olimpia,0.0002844,Eugenia,0.00031,Concepcion,0.00037,Jaqueline,0.00019,Abraham,0.00016,Ever,0.00037,Yaritza,0.0001869,Eusebio,0.000225,Minda,0.00022,Salvadora,0.0003626,Trinidad,0.00034,Virginia,0.0001774,Abrahan,0.000266
Ciro,0.000228,Stephanie,0.0001527,Celina,0.00021,,,Elia,0.00027,Migdalia,0.000269,Erica,0.000284,Salomon,0.00031,Yahaira,0.00037,Jeannette,0.00019,Eloisa,0.00016,Pastora,0.00037,Aurelio,0.0001864,Yury,0.000223,Miryam,0.00022,Sinforiano,0.0003613,Bernardino,0.00034,Alcira,0.0001771,Edinson,0.000264
Marilu,0.000227,Jessenia,0.0001518,Inocente,0.00021,,,Jeffrey,0.00027,Silvestre,0.000268,Jerson,0.0002818,Asuncion,0.00031,Fabio,0.00037,Filomena,0.00019,Arnoldo,0.00016,Bernardina,0.00037,Clorinda,0.0001855,Herminda,0.000222,Jimena,0.00022,Miguelina,0.0003596,Mariluz,0.00034,Teodoro,0.0001765,Amanda,0.000263
Isela,0.000227,Magdalena,0.000151,Janet,0.00021,,,Anais,0.00027,Ezequiel,0.000267,Blas,0.0002796,Nery,0.00031,Alma,0.00037,Sabina,0.00019,Bonifacio,0.00016,Zaida,0.00037,Edelmira,0.0001852,Yamileth,0.000222,Eufemia,0.00022,Leandro,0.0003583,Fabiola,0.00034,Florencio,0.0001759,Celina,0.000263
Filemon,0.000227,Ilka,0.0001504,Obdulia,0.00021,,,Lady,0.00027,Aurora,0.000265,Tulio,0.0002793,Faustino,0.00031,Juanita,0.00037,Rufina,0.00019,Eladio,0.00016,Carmela,0.00037,Yanina,0.0001848,Wilder,0.000221,Cobe,0.00022,Valerio,0.0003579,Digna,0.00034,Fany,0.000175,Catalina,0.000262
Maximo,0.000226,Catherine,0.0001501,Ezequiel,0.00021,,,Elsie,0.00027,Delmy,0.000264,Catalino,0.0002784,Pilar,0.00031,Mitzi,0.00037,Zuleyma,0.00019,Betiana,0.00015,Robert,0.00037,Marisel,0.0001845,Ubaldo,0.000221,Federico,0.00022,Celestino,0.0003569,Denis,0.00034,Elina,0.0001747,Grecia,0.000262
Valeria,0.000226,Coral,0.0001501,Raiza,0.00021,,,Paulo,0.00027,Hermenegildo,0.000264,Alexi,0.0002783,Gertrudis,0.00031,Bladimir,0.00037,Marcelo,0.00019,Silvano,0.00015,Vania,0.00037,Leyla,0.0001844,Miladis,0.000221,Diogenes,0.00022,Pelagia,0.0003561,Cristhian,0.00033,Paulina,0.0001747,Isaac,0.000262
Narciso,0.000225,Zuleyka,0.0001496,Benita,0.00021,,,Salvador,0.00027,Pilar,0.000262,Filomena,0.0002776,Melida,0.0003,Abigail,0.00037,Hilario,0.00019,Fermina,0.00015,Silvana,0.00036,Agustina,0.0001828,Zulma,0.000221,Nathaly,0.00022,Raimundo,0.0003554,Ursula,0.00033,Helena,0.0001733,Edilia,0.000262
Amanda,0.000224,Ausberto,0.0001484,Paulino,0.00021,,,Johana,0.00027,Alvaro,0.000261,Heber,0.0002773,Erasmo,0.0003,Damian,0.00037,Nely,0.00019,Rufina,0.00015,Gary,0.00036,Jeniffer,0.0001823,Teofilo,0.000221,Yuri,0.00022,Aparicio,0.0003547,Edmundo,0.00033,Candido,0.0001724,Eladio,0.000261
Dionicio,0.000224,Tannyshia,0.0001484,Pastora,0.00021,,,Analive,0.00027,Manolo,0.000261,Ermelinda,0.0002767,Daniela,0.0003,Denia,0.00037,Irvin,0.00019,Modesta,0.00015,Apolinar,0.00036,Denis,0.000182,Isaac,0.00022,Willan,0.00021,Paulina,0.0003544,Yrma,0.00033,Isabelino,0.0001724,Abraham,0.00026
Cipriano,0.000224,Milton,0.0001476,Hilario,0.00021,,,Karolina,0.00027,Ever,0.00026,Delma,0.0002762,Yamilet,0.0003,Mary,0.00037,Violeta,0.00019,Patricia,0.00015,Cristhian,0.00036,Elia,0.0001815,Rosana,0.000219,Octavio,0.00021,Gumercindo,0.0003541,Margot,0.00033,Robinson,0.0001724,Carmelo,0.000259
Flavio,0.000224,Yelitza,0.0001476,Onilda,0.00021,,,Amelia,0.00026,Zonia,0.00026,Benigno,0.0002743,Maxima,0.0003,Arcadio,0.00037,Olinda,0.00019,Edit,0.00015,Ignacia,0.00036,Magali,0.000181,Margoth,0.000218,Romel,0.00021,Abel,0.0003522,Julissa,0.00033,Aparicio,0.0001715,Dimas,0.000259
Irving,0.000223,Andrea,0.0001473,Roman,0.00021,,,Ovidio,0.00026,Anselmo,0.000259,Oswaldo,0.000274,Jacinta,0.0003,Encarnacion,0.00037,Anita,0.00018,Geronima,0.00015,Joel,0.00036,Rosalba,0.0001802,Adan,0.000218,Leopoldo,0.00021,Neri,0.0003511,Adan,0.00033,Deborah,0.0001712,Oneida,0.000259
Nallely,0.000223,Kevin,0.000147,Olimpia,0.00021,,,Jonatan,0.00026,Demetrio,0.000257,Judith,0.0002739,Vanessa,0.0003,Leyda,0.00036,Jackeline,0.00018,Carola,0.00015,Oswaldo,0.00036,Marisa,0.0001796,Leonilde,0.000218,Estuardo,0.00021,Bienvenido,0.0003489,Susan,0.00032,Ronald,0.0001712,Romelia,0.000258
Vianey,0.000222,Sheyla,0.0001465,Ivonne,0.00021,,,Jonnathan,0.00026,Justa,0.000257,Jonathan,0.0002737,Deysi,0.0003,Marcia,0.00036,Aura,0.00018,Anabella,0.00015,Limbert,0.00036,Yasmin,0.0001791,Rubiel,0.000218,Leidy,0.00021,Lider,0.0003476,Emerita,0.00032,Angelina,0.0001709,Haidee,0.000258
Roberta,0.000221,Noelia,0.0001462,Aracelia,0.0002,,,Emma,0.00026,Jos,0.000256,Nohemy,0.0002737,Segundo,0.0003,Ida,0.00036,Marleni,0.00018,Cipriano,0.00015,Evangelina,0.00036,Gricelda,0.000179,Norbey,0.000217,Melissa,0.00021,Fanny,0.0003471,Erasmo,0.00032,oscar,0.0001706,Herminia,0.000257
Damian,0.00022,Gregorio,0.0001456,Regino,0.0002,,,Lorenzo,0.00026,Bonifacio,0.000255,Aura,0.0002724,Celina,0.0003,Militza,0.00036,Albertina,0.00018,Donato,0.00015,Helen,0.00035,Florencia,0.0001785,Sixto,0.000217,Heriberto,0.00021,Reina,0.0003464,Rosalina,0.00032,Jean,0.0001704,Amarilis,0.000257
Linda,0.00022,Norberto,0.0001456,Osmar,0.0002,,,Emanuel,0.00026,Erica,0.000253,Flora,0.0002723,Sixto,0.0003,Milciades,0.00036,Rosalio,0.00018,Leonel,0.00015,Maura,0.00035,Raimundo,0.000177,Anderson,0.000217,Katiuska,0.00021,Eduarda,0.0003461,Lucas,0.00032,Yenny,0.0001704,Fermin,0.000257
Gildardo,0.000219,Digna,0.0001451,Jacqueline,0.0002,,,Liseth,0.00026,Esmeralda,0.000253,Lilia,0.0002693,Ezequiel,0.0003,Maria,0.00036,Adilia,0.00018,Gabino,0.00015,Paul,0.00035,Fritz,0.0001767,Yeimy,0.000217,Esmeralda,0.00021,Silvestre,0.000344,Evaristo,0.00032,Corina,0.0001698,Mileidy,0.000256
Anahi,0.000219,Legna,0.0001451,Neyda,0.0002,,,Milagro,0.00026,Giovanni,0.000252,Camilo,0.0002687,Gladis,0.0003,Bienvenido,0.00036,Ezequiel,0.00018,Encarnacion,0.00015,Eleuteria,0.00035,Jacob,0.0001767,Yuli,0.000217,Olger,0.00021,Clementina,0.0003418,Yesica,0.00032,Romulo,0.0001698,Lisandro,0.000253
Brigida,0.000218,Milca,0.0001448,Damian,0.0002,,,Marianella,0.00025,Olimpia,0.000248,Erasmo,0.0002685,Cristhiam,0.0003,Nitzia,0.00036,Rutilio,0.00018,Clemente,0.00014,Darwin,0.00035,Josue,0.0001766,Eloisa,0.000216,Melba,0.00021,Lilia,0.0003405,Corina,0.00032,Catherine,0.0001692,Heidy,0.000252
Clementina,0.000218,June,0.0001439,Hildeliza,0.0002,,,Vicente,0.00025,Transito,0.000247,Saira,0.0002666,Isidra,0.00029,Emma,0.00036,Thelma,0.00018,Ireneo,0.00014,Ruddy,0.00035,Lina,0.000176,Mariano,0.000214,Nely,0.00021,Edita,0.00034,Amador,0.00031,Stefani,0.0001689,Marian,0.000252
Ricarda,0.000216,Yanitza,0.0001437,Yuliet,0.0002,,,Juanita,0.00025,Edilma,0.000247,Mariela,0.0002665,Paulino,0.00029,Adalberto,0.00036,Jacobo,0.00018,Bernardina,0.00014,Vivian,0.00035,Betty,0.0001756,Ramona,0.000213,Grecia,0.00021,Stella,0.000338,Gaby,0.00031,Debora,0.0001683,Georgina,0.000251
Sebastiana,0.000215,Rivera,0.0001422,Elisabet,0.0002,,,Hortensia,0.00025,Estanislao,0.000247,Lester,0.0002664,Yahaira,0.00029,Rosendo,0.00036,Herber,0.00018,Edelmira,0.00014,Wilmer,0.00035,Bernardino,0.0001751,Eugenia,0.000211,Bolivar,0.00021,Jessica,0.000337,Juanita,0.00031,Neris,0.0001683,Nohemi,0.000251
Otilia,0.000215,Yamarie,0.0001414,Paulina,0.0002,,,Benjamin,0.00025,Eulogio,0.000247,Claudio,0.0002636,Sorayda,0.00029,Carmela,0.00036,Francis,0.00018,Alejandrina,0.00014,Bacilia,0.00034,Enriqueta,0.0001751,Elcy,0.00021,Livia,0.0002,Richar,0.0003349,Lady,0.00031,Ingrid,0.000168,Lidia,0.000251
Edwin,0.000215,Conrado,0.0001411,Carmelina,0.0002,,,Gilda,0.00025,Everardo,0.000245,Jeronimo,0.0002632,Aldo,0.00029,Georgina,0.00035,Rosendo,0.00018,Natalio,0.00014,Teodocia,0.00034,Juanita,0.0001749,Pastor,0.00021,Gissela,0.0002,Pastora,0.0003344,Narciso,0.00031,Ivanna,0.000168,Abel,0.00025
Itzel,0.000213,Joaquin,0.0001411,Idalia,0.0002,,,Yoselyn,0.00025,Salomon,0.000245,William,0.0002632,Nereyda,0.00029,Ronald,0.00035,Keny,0.00018,Hermelinda,0.00014,Ponciano,0.00034,Florinda,0.0001748,Joel,0.000209,Mirna,0.0002,Marisa,0.0003339,Simeon,0.00031,Paul,0.0001674,Argelia,0.000248
Cinthya,0.000213,Natalia,0.0001408,Zunilda,0.00019,,,Erik,0.00025,Amarilis,0.000244,Florencio,0.0002631,Jahaira,0.00029,Gregoria,0.00035,Bertila,0.00018,Dionisia,0.00014,Fernanda,0.00034,Gino,0.0001739,Derly,0.000209,Elio,0.0002,Elba,0.0003301,Otilia,0.00031,Maicol,0.0001672,Regulo,0.000248
Angeles,0.000212,Litza,0.0001403,Miguelina,0.00019,,,Jhonny,0.00025,Elma,0.000243,Osmin,0.0002625,Adelayda,0.00029,Keyla,0.00035,Fredi,0.00018,Olinda,0.00014,Juanita,0.00034,Wilfredo,0.0001739,Osiris,0.000208,Amalia,0.0002,Ester,0.0003289,Katia,0.0003,Nicolas,0.0001666,Lenin,0.000248
Florinda,0.000211,Tamara,0.00014,Adonis,0.00019,,,Eunice,0.00025,Inocente,0.000243,Corina,0.0002618,Sebastiana,0.00029,Natalia,0.00035,Fabio,0.00018,Palmira,0.00014,Hipolito,0.00034,Esmeralda,0.0001735,Soledad,0.000207,Florencio,0.0002,Crescencio,0.0003282,Cinthya,0.0003,Anabella,0.0001651,Angie,0.000247
Jaqueline,0.00021,Ian,0.0001389,Lisset,0.00019,,,Edgardo,0.00025,Helen,0.000242,Leslie,0.0002616,Marlin,0.00029,Dalia,0.00035,Liliam,0.00018,Esperanza,0.00014,Henrry,0.00034,Dominique,0.0001729,Lucrecia,0.000206,Otto,0.0002,Benicia,0.0003252,Primitiva,0.0003,Alicia,0.0001648,Erasmo,0.000247
Eustolia,0.000208,Jeanette,0.0001383,Yaneisy,0.00019,,,Emerita,0.00025,Otoniel,0.00024,Paola,0.0002598,Darvin,0.00029,Johanna,0.00035,Rony,0.00017,Pascuala,0.00014,Ninfa,0.00034,Astrid,0.0001726,Karina,0.000206,Virgilio,0.0002,Timoteo,0.0003251,Magali,0.0003,Alan,0.0001645,Leopoldo,0.000246
Herminio,0.000208,Sammy,0.000138,Hildelisa,0.00019,,,Eddie,0.00025,Linda,0.00024,Saturnino,0.0002586,Carmelo,0.00029,Felipa,0.00035,Catalino,0.00017,Marciano,0.00014,Pura,0.00034,Nury,0.0001724,Romelia,0.000205,Nadia,0.0002,Claudelino,0.0003247,Magna,0.0003,Gilda,0.000164,Yesica,0.000245
Lauro,0.000206,Humberto,0.0001375,Ibrain,0.00019,,,Nestor,0.00025,Ligia,0.00024,Dario,0.0002565,Esmelda,0.00029,Lesbia,0.00035,Argelia,0.00017,Nicasio,0.00014,Manuela,0.00034,Ursula,0.000172,Edilia,0.000205,Anthony,0.0002,Sunilda,0.0003238,Socorro,0.0003,Schubert,0.0001622,Teofilo,0.000244
Iliana,0.000206,Eneida,0.0001372,Luciano,0.00019,,,Dayanna,0.00024,Heber,0.00024,Ela,0.0002564,Cristino,0.00029,Gloriela,0.00035,Lissette,0.00017,Ovidio,0.00014,Noelia,0.00034,Gema,0.0001711,Abraham,0.000204,Mirella,0.0002,Virginio,0.0003235,Katty,0.0003,Aurelio,0.0001616,Andy,0.000244
Joaquina,0.000206,Georgette,0.0001372,Raciel,0.00019,,,Uriel,0.00024,Roderico,0.000239,Orbelina,0.0002556,Rommel,0.00029,Minerva,0.00035,Nohemy,0.00017,Rebeca,0.00014,Daria,0.00033,Brian,0.0001709,Edwar,0.000203,Alcides,0.0002,Zoraida,0.0003226,Dionisia,0.0003,Lujan,0.0001602,Rocio,0.000243
Claudia,0.000206,Yasmine,0.0001366,Regina,0.00019,,,Ademar,0.00024,Celestino,0.000238,Faustina,0.0002554,Albertina,0.00029,Justina,0.00034,Erik,0.00017,Alexis,0.00014,Elba,0.00033,Caroline,0.0001707,Emiliano,0.000202,Geoconda,0.00019,Benigna,0.0003206,Simona,0.0003,Ney,0.0001602,Belen,0.000243
Lucas,0.000205,Vargas,0.000136,Magda,0.00019,,,Alan,0.00024,Fabian,0.000238,Pastor,0.000255,Bertilda,0.00029,Gricelda,0.00034,Mirtala,0.00017,Marcia,0.00014,Heriberto,0.00033,Cristhian,0.0001707,Benito,0.000202,Herlinda,0.00019,Eustaquio,0.0003201,Zoraida,0.0003,Yanet,0.0001602,Salvador,0.000242
Victoriano,0.000204,Ronald,0.0001358,Nuria,0.00019,,,Aura,0.00024,Roman,0.000236,Bertilia,0.0002545,Eufemia,0.00028,Vicenta,0.00034,Serafin,0.00017,Alvaro,0.00014,Serrudo,0.00033,Abelardo,0.0001706,Nohemy,0.000202,Kelvin,0.00019,Geronima,0.0003193,Giancarlo,0.0003,Italo,0.0001599,Tito,0.000241
Yesica,0.000204,Raymond,0.0001349,Elizabet,0.00019,,,Jefry,0.00024,America,0.000234,Jacinto,0.0002521,Aida,0.00028,Ricaurte,0.00034,Matias,0.00017,Victorina,0.00014,Danitza,0.00033,Ruperto,0.0001705,Aristides,0.000202,Gregoria,0.00019,Albina,0.0003163,Junior,0.0003,Charles,0.0001575,Marlon,0.000241
Crescencio,0.000203,Abdiel,0.0001346,Yudit,0.00019,,,Adan,0.00024,Matea,0.000234,Justina,0.0002506,Erwin,0.00028,Cirilo,0.00034,Eli,0.00017,Epifanio,0.00014,Magali,0.00033,Celso,0.0001703,Aracelly,0.000201,Mi,0.00019,Gaspar,0.000316,Leandro,0.00029,Jenny,0.0001567,Natividad,0.00024
Eusebia,0.000203,Bienvenido,0.0001344,Idolidia,0.00019,,,Marleny,0.00024,Antonio,0.000233,Cristhian,0.0002505,Leonarda,0.00028,Irvin,0.00034,Ericka,0.00017,Agueda,0.00014,Ronal,0.00033,Saul,0.0001691,Leydi,0.0002,Eusebio,0.00019,Fabiola,0.0003159,Fabian,0.00029,Benito,0.0001564,Arquimedes,0.000239
Bernarda,0.000201,Amanda,0.0001335,Omaida,0.00019,,,Amanda,0.00024,Santa,0.000232,Matias,0.0002505,Keyling,0.00028,Elba,0.00034,Leydi,0.00017,Anastacio,0.00014,Rosse,0.00033,Adelaida,0.0001682,Benilda,0.000199,Angelita,0.00019,Melanio,0.0003152,Silverio,0.00029,Jonatan,0.0001558,Lila,0.000238
Cleotilde,0.000201,Katherine,0.0001332,Emma,0.00019,,,Marielos,0.00024,Higinio,0.000232,Arnold,0.0002504,Olman,0.00028,Lastenia,0.00034,Sindy,0.00017,Jessica,0.00014,Trinidad,0.00033,Aurelia,0.0001661,Noe,0.000199,Marianela,0.00019,Eleno,0.0003122,Mariana,0.00029,Edgard,0.0001549,Marbelys,0.000238
Yuliana,0.000201,Isidoro,0.0001329,Marcelina,0.00019,,,Soledad,0.00024,Dalila,0.000229,Marcela,0.0002499,Geronimo,0.00028,Eloy,0.00034,Krissia,0.00017,Anahi,0.00014,Lorgio,0.00033,Vanesa,0.0001655,Elvis,0.000199,Amado,0.00019,Sergia,0.0003095,Aydee,0.00029,Joana,0.0001549,Angelina,0.000238
Aide,0.0002,Zobeida,0.0001321,Aidee,0.00018,,,Heilyn,0.00023,Etelvina,0.000228,Lucinda,0.0002493,Noelia,0.00028,Ulises,0.00034,Jacinto,0.00016,Elisabeth,0.00014,Delicia,0.00033,Grace,0.0001651,Arbey,0.000198,Guillermina,0.00019,Pelagio,0.0003083,Lina,0.00029,Yesica,0.0001537,Karelis,0.000238
Homero,0.0002,Melba,0.000131,Elina,0.00018,,,Nathalie,0.00023,Eligio,0.000227,Anastacio,0.0002492,Zenayda,0.00028,Vladimir,0.00034,Benito,0.00016,Lelia,0.00014,Sebastiana,0.00033,Antonieta,0.0001648,Yanet,0.000198,Luciano,0.00019,Gabino,0.0003075,Yanina,0.00029,Alice,0.0001534,Lucy,0.000237
Santa,0.000199,Cindy,0.0001307,Yakelin,0.00018,,,Josefina,0.00023,Virgilia,0.000226,Romelia,0.0002487,Bladimir,0.00028,Dolores,0.00034,Kenny,0.00016,Estefania,0.00014,Virgilio,0.00033,Mariluz,0.0001636,Katherine,0.000198,Olivia,0.00019,Alejandrina,0.000306,Lily,0.00029,Candida,0.0001532,Rossana,0.000237
Maximina,0.000199,Silfredo,0.0001304,Secundino,0.00018,,,Nicolas,0.00023,Clemencia,0.000224,Florentina,0.0002485,Evelyn,0.00028,Valentina,0.00034,Godofredo,0.00016,Fausto,0.00013,Agapito,0.00033,Ruby,0.0001631,Josue,0.000198,Angie,0.00019,Gertrudis,0.0003048,Yony,0.00029,Lauro,0.0001529,Teodoro,0.000237
Geronimo,0.000196,Edda,0.0001301,Elpidio,0.00018,,,Bernarda,0.00023,Rocael,0.000223,Lorenza,0.0002481,Elder,0.00028,Gaspar,0.00034,Eulalio,0.00016,Sixta,0.00013,Rogelia,0.00033,Lisette,0.0001627,Clementina,0.000197,Yajaira,0.00019,Analia,0.000304,Edgard,0.00029,Nelis,0.0001529,Nery,0.000237
Aristeo,0.000196,Amneris,0.0001299,Isela,0.00018,,,Saray,0.00023,Leopoldo,0.000223,Christian,0.0002476,Heyling,0.00028,Abelardo,0.00033,Jeronimo,0.00016,Inocencia,0.00013,Lucila,0.00032,Rosamel,0.0001626,Eneida,0.000197,Napoleon,0.00019,Adelina,0.0003035,Cipriano,0.00029,Gervasio,0.000152,Aquiles,0.000237
Apolonia,0.000195,Arelis,0.0001299,Arquimides,0.00018,,,Yazmin,0.00023,Lisbeth,0.000222,Natalia,0.0002476,Valeria,0.00027,Gina,0.00033,Merlin,0.00016,Nicanor,0.00013,Natalio,0.00032,Florentina,0.000161,Jhony,0.000196,Benigno,0.00018,Remigio,0.0003024,Ciro,0.00029,Ivo,0.000152,Alexi,0.000236
Sarai,0.000195,Conchita,0.0001299,Ivon,0.00018,,,Paulina,0.00023,Marcial,0.000222,Floridalma,0.0002475,Yasser,0.00027,Bernardino,0.00033,Camilo,0.00016,Damiana,0.00013,Evaristo,0.00032,Francis,0.0001604,Tania,0.000195,Iliana,0.00018,Silvano,0.0003024,Joaquin,0.00029,Adalberto,0.0001505,Yovanny,0.000232
Rey,0.000194,Yira,0.0001299,Marcial,0.00018,,,Melba,0.00023,Narciso,0.000221,Sulma,0.0002467,Mayela,0.00027,Roy,0.00033,Dilma,0.00016,Italo,0.00013,Clementina,0.00032,del Valle,0.0001599,Darwin,0.000194,Rosalia,0.00018,Filemon,0.0003005,Salvador,0.00029,Estefani,0.0001491,Eli,0.000232
Blas,0.000192,Nomar,0.000129,Mariluz,0.00018,,,Arelys,0.00023,Basilia,0.00022,Betty,0.0002463,Brigida,0.00027,Manuela,0.00033,Johana,0.00016,Ethel,0.00013,Barbara,0.00032,Paolo,0.0001599,Federico,0.000194,Rommel,0.00018,Valeria,0.0002989,Anthony,0.00029,Favio,0.0001488,Felipa,0.000232
